algorithm,topology,n_agents,failure_type,trial,initial_leader,initial_lqs,initial_rounds,killed_agents,recovery_leader,recovery_lqs,recovery_rounds,recovery_messages,recovery_notes
HighBattery,geometric,10,leader_only,28,7,0.7882893997265865,2,1,6.0,0.8334281120447596,2,9,
MostConnected,geometric,10,leader_only,28,2,1.0,2,1,0.0,1.0,2,14,
Raft,geometric,10,leader_only,28,4,0.8538394689440885,6,1,6.0,0.9495158624049299,6,19,term=1
Fitness,geometric,10,leader_only,29,0,1.0,6,1,9.0,1.0,8,96,
Bully,geometric,10,leader_only,29,9,0.9005706029315204,10,1,8.0,0.6289714558547517,9,45,
Random,geometric,10,leader_only,29,1,0.8558453089459945,1,1,6.0,0.6534650553426549,1,9,
HighBattery,geometric,10,leader_only,29,8,0.742190406130926,2,1,7.0,0.8689657305458682,2,9,
MostConnected,geometric,10,leader_only,29,0,1.0,2,1,9.0,1.0,2,16,
Raft,geometric,10,leader_only,29,6,0.6465959409028889,6,1,3.0,0.8606820225456685,6,20,term=1
Fitness,geometric,10,leader_and_secondary,0,1,1.0,6,2,2.0,1.0,5,36,
Bully,geometric,10,leader_and_secondary,0,9,0.9130708211949663,10,2,7.0,0.5410669295512338,8,36,
Random,geometric,10,leader_and_secondary,0,4,0.8495811461521355,1,2,1.0,1.0,1,8,
HighBattery,geometric,10,leader_and_secondary,0,3,0.7465881843879981,2,2,2.0,0.7379359003898881,2,8,
MostConnected,geometric,10,leader_and_secondary,0,1,1.0,2,2,0.0,0.9937578557647498,2,12,
Raft,geometric,10,leader_and_secondary,0,0,0.7240721140400521,6,2,1.0,0.9978830981401356,6,19,term=1
Fitness,geometric,10,leader_and_secondary,1,0,1.0,8,2,2.0,1.0,6,56,
Bully,geometric,10,leader_and_secondary,1,9,0.945811888975037,10,2,7.0,0.7748686650656499,8,36,
Random,geometric,10,leader_and_secondary,1,9,0.945811888975037,1,2,0.0,0.7673378272424975,1,8,
HighBattery,geometric,10,leader_and_secondary,1,1,0.80333579812526,2,2,7.0,0.7407053837880369,2,8,
MostConnected,geometric,10,leader_and_secondary,1,2,0.7529189138932149,2,2,5.0,0.9128078025861949,2,10,
Raft,geometric,10,leader_and_secondary,1,1,0.80333579812526,6,2,,0.0,101,105,No consensus after 20 terms
Fitness,geometric,10,leader_and_secondary,2,7,1.0,7,2,3.0,1.0,5,36,
Bully,geometric,10,leader_and_secondary,2,9,0.8545228777091918,10,2,7.0,0.8875429476415213,8,36,
Random,geometric,10,leader_and_secondary,2,5,0.567226850561196,1,2,3.0,0.9642496281713882,1,8,
HighBattery,geometric,10,leader_and_secondary,2,0,0.8373980032199603,2,2,8.0,0.9293694558817379,2,8,
MostConnected,geometric,10,leader_and_secondary,2,2,0.9510595133396297,2,2,7.0,1.0,2,10,
Raft,geometric,10,leader_and_secondary,2,3,0.7017806088145211,6,2,0.0,0.8012913186062695,6,14,No consensus after 20 terms
Fitness,geometric,10,leader_and_secondary,3,8,1.0,7,2,0.0,1.0,7,60,
Bully,geometric,10,leader_and_secondary,3,9,0.5868259912004014,10,2,7.0,0.9432167308035156,8,36,
Random,geometric,10,leader_and_secondary,3,9,0.5868259912004014,1,2,1.0,0.5080491205861075,1,8,
HighBattery,geometric,10,leader_and_secondary,3,2,0.725437794636485,2,2,0.0,0.611137650876733,2,8,
MostConnected,geometric,10,leader_and_secondary,3,4,0.8668280327406643,2,2,0.0,1.0,2,12,
Raft,geometric,10,leader_and_secondary,3,0,0.7079783541481725,6,2,,0.0,106,69,No consensus after 20 terms
Fitness,geometric,10,leader_and_secondary,4,0,1.0,7,2,3.0,1.0,5,18,
Bully,geometric,10,leader_and_secondary,4,9,0.6909539148363846,10,2,7.0,0.7614873225254816,8,36,
Random,geometric,10,leader_and_secondary,4,2,0.8213209249447825,1,2,6.0,0.8838134796832133,1,8,
HighBattery,geometric,10,leader_and_secondary,4,5,0.8803990532684055,2,2,3.0,0.7956873000918108,2,8,
MostConnected,geometric,10,leader_and_secondary,4,1,0.999038284894195,2,2,2.0,0.9172229754944607,2,6,
Raft,geometric,10,leader_and_secondary,4,3,0.9146586685137911,6,2,0.0,0.8711597136970688,6,17,No consensus after 20 terms
Fitness,geometric,10,leader_and_secondary,5,3,1.0,7,2,5.0,1.0,7,70,
Bully,geometric,10,leader_and_secondary,5,9,0.9483818891707798,10,2,7.0,0.8702648266820193,8,36,
Random,geometric,10,leader_and_secondary,5,7,0.8436092089482958,1,2,0.0,0.7557027482576947,1,8,
HighBattery,geometric,10,leader_and_secondary,5,1,0.646847145510276,2,2,5.0,1.0,2,8,
MostConnected,geometric,10,leader_and_secondary,5,3,1.0,2,2,7.0,0.992199346857884,2,14,
Raft,geometric,10,leader_and_secondary,5,2,0.9169926008617058,6,2,0.0,0.6436472404332437,6,17,No consensus after 20 terms
Fitness,geometric,10,leader_and_secondary,6,0,1.0,7,2,1.0,1.0,6,40,
Bully,geometric,10,leader_and_secondary,6,9,0.606006396470794,10,2,7.0,0.7146228754639942,8,36,
Random,geometric,10,leader_and_secondary,6,7,0.7056835049181445,1,2,1.0,0.7256235924405181,1,8,
HighBattery,geometric,10,leader_and_secondary,6,6,0.9542448817731404,2,2,7.0,0.596678796430595,2,8,
MostConnected,geometric,10,leader_and_secondary,6,0,1.0,2,2,6.0,1.0,2,10,
Raft,geometric,10,leader_and_secondary,6,0,1.0,6,2,2.0,0.8043900076927423,6,13,term=1
Fitness,geometric,10,leader_and_secondary,7,2,1.0,7,2,5.0,1.0,7,100,
Bully,geometric,10,leader_and_secondary,7,9,0.8478675434520309,10,2,7.0,0.9545877041100882,8,36,
Random,geometric,10,leader_and_secondary,7,1,0.540623749147211,1,2,9.0,0.9025760678993925,1,8,
HighBattery,geometric,10,leader_and_secondary,7,9,0.8478675434520309,2,2,8.0,0.7422907736922185,2,8,
MostConnected,geometric,10,leader_and_secondary,7,2,1.0,2,2,6.0,1.0,2,20,
Raft,geometric,10,leader_and_secondary,7,1,0.540623749147211,6,2,2.0,1.0,6,21,term=1
Fitness,geometric,10,leader_and_secondary,8,1,1.0,6,2,3.0,1.0,6,56,
Bully,geometric,10,leader_and_secondary,8,9,0.6935536623467081,10,2,7.0,0.784829071189942,8,36,
Random,geometric,10,leader_and_secondary,8,4,0.7674955477298634,1,2,7.0,0.6895792829624042,1,8,
HighBattery,geometric,10,leader_and_secondary,8,3,0.9484545207427136,2,2,5.0,0.6147199593147863,2,8,
MostConnected,geometric,10,leader_and_secondary,8,1,1.0,2,2,3.0,0.9519482976245132,2,14,
Raft,geometric,10,leader_and_secondary,8,7,0.7296131410858269,6,2,4.0,0.7361096881513064,6,17,term=1
Fitness,geometric,10,leader_and_secondary,9,9,1.0,8,2,1.0,1.0,6,40,
Bully,geometric,10,leader_and_secondary,9,9,1.0,10,2,7.0,0.6147024492063303,8,36,
Random,geometric,10,leader_and_secondary,9,8,0.7175115349958101,1,2,4.0,0.7068201862465822,1,8,
HighBattery,geometric,10,leader_and_secondary,9,5,0.6343298190735297,2,2,9.0,1.0,2,8,
MostConnected,geometric,10,leader_and_secondary,9,9,1.0,2,2,1.0,1.0,2,8,
Raft,geometric,10,leader_and_secondary,9,0,0.9175212785877894,6,2,2.0,0.7181501235224192,7,13,term=1
Fitness,geometric,10,leader_and_secondary,10,1,1.0,6,2,7.0,1.0,5,24,
Bully,geometric,10,leader_and_secondary,10,9,0.8510238964200731,10,2,7.0,0.7490603374068314,8,36,
Random,geometric,10,leader_and_secondary,10,9,0.8510238964200731,1,2,3.0,0.9326066509078708,1,8,
HighBattery,geometric,10,leader_and_secondary,10,0,0.8647091971958619,2,2,3.0,0.9613164180666257,2,8,
MostConnected,geometric,10,leader_and_secondary,10,1,1.0,2,2,7.0,1.0,2,8,
Raft,geometric,10,leader_and_secondary,10,2,0.7221812960819893,6,2,,0.0,101,56,No consensus after 20 terms
Fitness,geometric,10,leader_and_secondary,11,9,1.0,6,2,4.0,1.0,6,48,
Bully,geometric,10,leader_and_secondary,11,9,1.0,10,2,7.0,0.5608157143111469,8,36,
Random,geometric,10,leader_and_secondary,11,3,0.7013004363170057,1,2,2.0,0.5175506595814473,1,8,
HighBattery,geometric,10,leader_and_secondary,11,9,1.0,2,2,6.0,0.6984032136564899,2,8,
MostConnected,geometric,10,leader_and_secondary,11,0,0.8172795122683257,2,2,5.0,0.9434979123524218,2,10,
Raft,geometric,10,leader_and_secondary,11,0,0.8172795122683257,7,2,1.0,0.9772500791429881,16,15,term=3
Fitness,geometric,10,leader_and_secondary,12,7,1.0,7,2,5.0,1.0,7,80,
Bully,geometric,10,leader_and_secondary,12,9,0.981560025460632,10,2,7.0,1.0,8,36,
Random,geometric,10,leader_and_secondary,12,5,0.7195518586786812,1,2,7.0,0.9785036782656984,1,8,
HighBattery,geometric,10,leader_and_secondary,12,1,0.8144661951366526,2,2,0.0,0.6455189077740173,2,8,
MostConnected,geometric,10,leader_and_secondary,12,2,0.9338816744883053,2,2,7.0,1.0,2,16,
Raft,geometric,10,leader_and_secondary,12,0,0.6351028759433025,7,2,7.0,0.9785036782656984,6,17,term=1
Fitness,geometric,10,leader_and_secondary,13,1,1.0,7,2,8.0,1.0,6,56,
Bully,geometric,10,leader_and_secondary,13,9,0.7301690557012623,10,2,7.0,0.4807486734249626,8,36,
Random,geometric,10,leader_and_secondary,13,1,1.0,1,2,7.0,0.6470982949101319,1,8,
HighBattery,geometric,10,leader_and_secondary,13,1,1.0,2,2,8.0,0.7786778982186973,2,8,
MostConnected,geometric,10,leader_and_secondary,13,1,1.0,2,2,9.0,0.47087991023651,2,14,
Raft,geometric,10,leader_and_secondary,13,3,0.5075641172033997,6,2,7.0,0.562324072059432,6,15,term=1
Fitness,geometric,10,leader_and_secondary,14,5,1.0,7,2,7.0,1.0,6,56,
Bully,geometric,10,leader_and_secondary,14,9,0.6850869138469147,10,2,7.0,1.0,8,36,
Random,geometric,10,leader_and_secondary,14,7,0.8772592492726234,1,2,0.0,0.5480703090974005,1,8,
HighBattery,geometric,10,leader_and_secondary,14,2,0.72124611354293,2,2,8.0,1.0,2,8,
MostConnected,geometric,10,leader_and_secondary,14,7,0.8772592492726234,2,2,5.0,1.0,2,10,
Raft,geometric,10,leader_and_secondary,14,3,0.732188371969667,6,2,2.0,0.7426816490660348,21,19,term=4
Fitness,geometric,10,leader_and_secondary,15,4,1.0,7,2,5.0,1.0,7,60,
Bully,geometric,10,leader_and_secondary,15,9,0.9818757486741275,10,2,7.0,0.8605637622406419,8,36,
Random,geometric,10,leader_and_secondary,15,1,0.9717027725590462,1,2,7.0,0.651674796540131,1,8,
HighBattery,geometric,10,leader_and_secondary,15,8,0.683332026200783,2,2,6.0,0.6583407991778394,2,8,
MostConnected,geometric,10,leader_and_secondary,15,4,1.0,2,2,1.0,0.9900743678351718,2,12,
Raft,geometric,10,leader_and_secondary,15,0,0.7823454532082714,6,2,,0.0,101,63,No consensus after 20 terms
Fitness,geometric,10,leader_and_secondary,16,6,1.0,7,2,9.0,1.0,8,96,
Bully,geometric,10,leader_and_secondary,16,9,0.9748471491743143,10,2,7.0,0.7632512331249931,8,36,
Random,geometric,10,leader_and_secondary,16,9,0.9748471491743143,1,2,5.0,0.8146742089568348,1,8,
HighBattery,geometric,10,leader_and_secondary,16,2,0.9760752996474296,2,2,4.0,1.0,2,8,
MostConnected,geometric,10,leader_and_secondary,16,0,0.9202188536310094,2,2,9.0,1.0,2,12,
Raft,geometric,10,leader_and_secondary,16,5,0.7943062095437778,6,2,9.0,0.9694222878309973,6,18,term=1
Fitness,geometric,10,leader_and_secondary,17,2,1.0,7,2,1.0,1.0,5,30,
Bully,geometric,10,leader_and_secondary,17,9,0.5899244538799664,10,2,7.0,0.6172280036577629,8,36,
Random,geometric,10,leader_and_secondary,17,8,0.8633092761809102,1,2,7.0,0.6690343673427389,1,8,
HighBattery,geometric,10,leader_and_secondary,17,2,1.0,2,2,7.0,0.5859758279798403,2,8,
MostConnected,geometric,10,leader_and_secondary,17,2,1.0,2,2,3.0,0.9448418189098782,2,10,
Raft,geometric,10,leader_and_secondary,17,2,1.0,6,2,,0.0,105,74,No consensus after 20 terms
Fitness,geometric,10,leader_and_secondary,18,3,1.0,7,2,8.0,1.0,7,70,
Bully,geometric,10,leader_and_secondary,18,9,0.9455024471611518,10,2,7.0,0.6695718692901377,8,36,
Random,geometric,10,leader_and_secondary,18,9,0.9455024471611518,1,2,6.0,0.5372387817345347,1,8,
HighBattery,geometric,10,leader_and_secondary,18,8,0.7409020691225738,2,2,7.0,0.8786560422598386,2,8,
MostConnected,geometric,10,leader_and_secondary,18,1,0.8946809340649537,2,2,0.0,0.8609525909991695,2,12,
Raft,geometric,10,leader_and_secondary,18,2,0.9410633532101957,6,2,1.0,0.8384386966579153,6,16,term=1
Fitness,geometric,10,leader_and_secondary,19,1,1.0,7,2,2.0,1.0,6,56,
Bully,geometric,10,leader_and_secondary,19,9,0.8506022813451939,10,2,7.0,0.5736903847070436,8,36,
Random,geometric,10,leader_and_secondary,19,6,0.9340287587129089,1,2,1.0,1.0,1,8,
HighBattery,geometric,10,leader_and_secondary,19,7,0.6216311517795923,2,2,2.0,1.0,2,8,
MostConnected,geometric,10,leader_and_secondary,19,1,1.0,2,2,2.0,1.0,2,14,
Raft,geometric,10,leader_and_secondary,19,2,0.9191120693490562,6,2,3.0,0.976639262114746,6,17,term=1
Fitness,geometric,10,leader_and_secondary,20,1,1.0,6,2,6.0,1.0,6,88,
Bully,geometric,10,leader_and_secondary,20,9,0.7671589520303412,10,2,7.0,0.9755691631215195,8,36,
Random,geometric,10,leader_and_secondary,20,3,0.7751497035102868,1,2,7.0,1.0,1,8,
HighBattery,geometric,10,leader_and_secondary,20,2,0.9287866722811778,2,2,0.0,0.8763027230384405,2,8,
MostConnected,geometric,10,leader_and_secondary,20,5,0.9758285928621121,2,2,0.0,0.6183689976526823,2,20,
Raft,geometric,10,leader_and_secondary,20,0,0.8834028119257935,6,2,3.0,0.7165376220808274,6,16,term=1
Fitness,geometric,10,leader_and_secondary,21,1,1.0,6,2,7.0,1.0,5,30,
Bully,geometric,10,leader_and_secondary,21,9,0.966300319118366,10,2,7.0,0.9856105881080034,8,36,
Random,geometric,10,leader_and_secondary,21,9,0.966300319118366,1,2,6.0,0.794035333526132,1,8,
HighBattery,geometric,10,leader_and_secondary,21,8,0.7453024652669278,2,2,7.0,0.9633231724650585,2,8,
MostConnected,geometric,10,leader_and_secondary,21,1,1.0,2,2,0.0,0.9418121553675901,2,10,
Raft,geometric,10,leader_and_secondary,21,5,0.7181249768744389,6,2,,0.0,100,66,No consensus after 20 terms
Fitness,geometric,10,leader_and_secondary,22,1,1.0,9,2,6.0,1.0,6,40,
Bully,geometric,10,leader_and_secondary,22,9,0.7336480297723545,10,2,7.0,0.8830302951172417,8,36,
Random,geometric,10,leader_and_secondary,22,5,0.6335378518942162,1,2,4.0,0.8093964841953086,1,8,
HighBattery,geometric,10,leader_and_secondary,22,9,0.7336480297723545,2,2,3.0,0.8406424126319949,2,8,
MostConnected,geometric,10,leader_and_secondary,22,1,1.0,2,2,2.0,0.5229258512265793,2,10,
Raft,geometric,10,leader_and_secondary,22,0,0.7647119014890774,6,2,2.0,0.8878656477299853,16,21,term=3
Fitness,geometric,10,leader_and_secondary,23,7,1.0,7,2,4.0,1.0,6,80,
Bully,geometric,10,leader_and_secondary,23,9,0.8872673762452092,10,2,7.0,1.0,8,36,
Random,geometric,10,leader_and_secondary,23,3,0.627068672162575,1,2,7.0,1.0,1,8,
HighBattery,geometric,10,leader_and_secondary,23,3,0.627068672162575,2,2,0.0,0.9417046266721865,2,8,
MostConnected,geometric,10,leader_and_secondary,23,9,0.8872673762452092,2,2,4.0,0.9992797405728812,2,18,
Raft,geometric,10,leader_and_secondary,23,0,0.9421295278631365,6,2,7.0,0.9758775185660633,6,16,term=1
Fitness,geometric,10,leader_and_secondary,24,9,1.0,6,2,4.0,1.0,6,56,
Bully,geometric,10,leader_and_secondary,24,9,1.0,10,2,7.0,0.7047981427786366,8,36,
Random,geometric,10,leader_and_secondary,24,8,0.6639995169328303,1,2,1.0,0.7179150981432574,1,8,
HighBattery,geometric,10,leader_and_secondary,24,9,1.0,2,2,0.0,0.966555013506195,2,8,
MostConnected,geometric,10,leader_and_secondary,24,0,0.9489038532515346,2,2,3.0,0.9907873231196964,2,6,
Raft,geometric,10,leader_and_secondary,24,2,0.7139495648742491,6,2,5.0,0.9381047335221109,7,18,term=1
Fitness,geometric,10,leader_and_secondary,25,3,1.0,7,2,5.0,1.0,6,40,
Bully,geometric,10,leader_and_secondary,25,9,0.7375649138184993,10,2,7.0,0.7394499965083724,8,36,
Random,geometric,10,leader_and_secondary,25,7,0.7342256720952203,1,2,4.0,0.9202597614541974,1,8,
HighBattery,geometric,10,leader_and_secondary,25,5,0.7384459993438021,2,2,6.0,0.9180422378077435,2,8,
MostConnected,geometric,10,leader_and_secondary,25,3,1.0,2,2,1.0,0.960834505089595,2,8,
Raft,geometric,10,leader_and_secondary,25,1,0.6153748938456339,6,2,5.0,0.7814434395973017,6,17,term=1
Fitness,geometric,10,leader_and_secondary,26,5,1.0,7,2,2.0,1.0,6,56,
Bully,geometric,10,leader_and_secondary,26,9,0.6117843167893741,10,2,7.0,0.8465684769766969,8,36,
Random,geometric,10,leader_and_secondary,26,1,0.7243039182571698,1,2,6.0,0.7969037488916911,1,8,
HighBattery,geometric,10,leader_and_secondary,26,5,1.0,2,2,7.0,0.8681681604657314,2,8,
MostConnected,geometric,10,leader_and_secondary,26,8,0.8725325440361092,2,2,1.0,1.0,2,12,
Raft,geometric,10,leader_and_secondary,26,4,0.7708027330781335,6,2,5.0,0.8743134843230297,6,17,term=1
Fitness,geometric,10,leader_and_secondary,27,5,1.0,7,2,3.0,1.0,6,48,
Bully,geometric,10,leader_and_secondary,27,9,0.8228340061883572,10,2,7.0,0.5347107482248867,8,36,
Random,geometric,10,leader_and_secondary,27,2,0.8716994730152884,1,2,7.0,0.5430731986618028,1,8,
HighBattery,geometric,10,leader_and_secondary,27,5,1.0,2,2,4.0,0.6721685414806031,2,8,
MostConnected,geometric,10,leader_and_secondary,27,0,0.9635584241681611,2,2,5.0,1.0,2,12,
Raft,geometric,10,leader_and_secondary,27,0,0.9635584241681611,6,2,1.0,0.754974332479857,11,17,term=2
Fitness,geometric,10,leader_and_secondary,28,0,1.0,7,2,5.0,1.0,6,56,
Bully,geometric,10,leader_and_secondary,28,9,0.6778213653290751,10,2,7.0,0.7654677741604609,8,36,
Random,geometric,10,leader_and_secondary,28,7,0.7475573811528047,1,2,4.0,0.9341749790626825,1,8,
HighBattery,geometric,10,leader_and_secondary,28,4,0.9003752451585174,2,2,9.0,0.9072365289004122,2,8,
MostConnected,geometric,10,leader_and_secondary,28,0,1.0,2,2,1.0,0.9766361447106375,2,10,
Raft,geometric,10,leader_and_secondary,28,5,0.7091399175087291,6,2,0.0,1.0,6,20,No consensus after 20 terms
Fitness,geometric,10,leader_and_secondary,29,3,1.0,8,2,1.0,1.0,7,90,
Bully,geometric,10,leader_and_secondary,29,9,0.939673441212915,10,2,7.0,0.7116361183476643,8,36,
Random,geometric,10,leader_and_secondary,29,9,0.939673441212915,1,2,0.0,0.9509764963805023,1,8,
HighBattery,geometric,10,leader_and_secondary,29,3,1.0,2,2,1.0,0.9410003181980499,2,8,
MostConnected,geometric,10,leader_and_secondary,29,4,0.9757692736939467,2,2,3.0,1.0,2,18,
Raft,geometric,10,leader_and_secondary,29,0,0.7894260068400492,6,2,1.0,0.8381486259071735,11,18,term=2
Fitness,random,20,leader_only,0,14,1.0,6,1,7.0,1.0,7,350,
Bully,random,20,leader_only,0,19,0.8239634676881945,20,1,18.0,0.70777635545206,19,190,
Random,random,20,leader_only,0,17,0.8162103851407824,1,1,0.0,0.6738873196344625,1,19,
HighBattery,random,20,leader_only,0,9,0.8331520444385141,2,1,4.0,0.7273668109184901,2,19,
MostConnected,random,20,leader_only,0,14,1.0,2,1,19.0,0.9243197352753222,2,70,
Raft,random,20,leader_only,0,7,0.8513284849121261,6,1,1.0,0.82730225847253,6,43,term=1
Fitness,random,20,leader_only,1,17,1.0,6,1,10.0,1.0,7,440,
Bully,random,20,leader_only,1,19,0.6198272237980706,20,1,18.0,0.8154725480766075,19,190,
Random,random,20,leader_only,1,19,0.6198272237980706,1,1,14.0,0.9311780588103686,1,19,
HighBattery,random,20,leader_only,1,16,0.8993043250094036,2,1,12.0,0.8496412649993863,2,19,
MostConnected,random,20,leader_only,1,10,0.9686048482003009,2,1,5.0,0.9441879817415203,2,86,
Raft,random,20,leader_only,1,10,0.9686048482003009,6,1,0.0,0.8735055247241625,6,41,No consensus after 20 terms
Fitness,random,20,leader_only,2,7,1.0,6,1,1.0,1.0,6,384,
Bully,random,20,leader_only,2,19,0.8449115342664894,20,1,18.0,0.8182492606988644,19,190,
Random,random,20,leader_only,2,15,0.8632896556098093,1,1,6.0,0.7561764581576069,1,19,
HighBattery,random,20,leader_only,2,11,0.8163282828823808,2,1,14.0,0.7594869153065653,2,19,
MostConnected,random,20,leader_only,2,0,0.9871933644620485,2,1,1.0,0.8586701223659855,2,94,
Raft,random,20,leader_only,2,2,0.7677290316217539,6,1,0.0,1.0,6,47,No consensus after 20 terms
Fitness,random,20,leader_only,3,16,1.0,6,1,10.0,1.0,6,392,
Bully,random,20,leader_only,3,19,0.9659686008657973,20,1,18.0,0.7192460451557554,19,190,
Random,random,20,leader_only,3,12,0.8962860013650864,1,1,3.0,0.8464132926894656,1,19,
HighBattery,random,20,leader_only,3,0,0.9159509765354847,2,1,16.0,0.9707361915365238,2,19,
MostConnected,random,20,leader_only,3,10,0.9933409819743538,2,1,12.0,0.9644135207116141,2,96,
Raft,random,20,leader_only,3,7,0.5918101984580553,6,1,1.0,0.9032095745095969,6,44,term=1
Fitness,random,20,leader_only,4,2,1.0,6,1,8.0,1.0,6,384,
Bully,random,20,leader_only,4,19,0.8366713462283392,20,1,18.0,0.9640055917369968,19,190,
Random,random,20,leader_only,4,18,0.9470129407997194,1,1,9.0,0.940450093491389,1,19,
HighBattery,random,20,leader_only,4,9,0.9642126274787096,2,1,17.0,0.6964801740717165,2,19,
MostConnected,random,20,leader_only,4,5,0.9781906211467192,2,1,2.0,0.9780500735712235,2,94,
Raft,random,20,leader_only,4,8,0.9815019830819824,6,1,7.0,0.7488348729966415,6,41,term=1
Fitness,random,20,leader_only,5,13,1.0,7,1,14.0,1.0,7,390,
Bully,random,20,leader_only,5,19,0.8119089632936429,20,1,18.0,0.8592853847841179,19,190,
Random,random,20,leader_only,5,2,0.8263315826077916,1,1,16.0,0.9405188916829816,1,19,
HighBattery,random,20,leader_only,5,8,0.6382886542363087,2,1,4.0,0.6135200243786986,2,19,
MostConnected,random,20,leader_only,5,13,1.0,2,1,10.0,0.9794874613169101,2,78,
Raft,random,20,leader_only,5,1,0.8009895085261534,6,1,6.0,0.6840893648314795,6,42,term=1
Fitness,random,20,leader_only,6,19,1.0,6,1,5.0,1.0,6,352,
Bully,random,20,leader_only,6,19,1.0,20,1,18.0,0.7488012529029094,19,190,
Random,random,20,leader_only,6,18,0.8120684092852031,1,1,3.0,0.9525328785219416,1,19,
HighBattery,random,20,leader_only,6,12,0.6856464296083786,2,1,3.0,0.8712553450393485,2,19,
MostConnected,random,20,leader_only,6,5,0.9811699301306731,2,1,7.0,0.9407744165163029,2,86,
Raft,random,20,leader_only,6,0,0.7280665208402782,6,1,5.0,0.9761425687669729,6,46,term=1
Fitness,random,20,leader_only,7,17,1.0,6,1,4.0,1.0,6,416,
Bully,random,20,leader_only,7,19,0.913252723663374,20,1,18.0,0.8582334634578829,19,190,
Random,random,20,leader_only,7,8,0.8200499074239701,1,1,12.0,0.9729146918668619,1,19,
HighBattery,random,20,leader_only,7,7,0.8379973809152563,2,1,9.0,0.8870691622590818,2,19,
MostConnected,random,20,leader_only,7,17,1.0,2,1,18.0,0.9227441967895323,2,104,
Raft,random,20,leader_only,7,0,0.8976358412027204,6,1,3.0,0.7700313965481573,6,42,term=1
Fitness,random,20,leader_only,8,9,1.0,7,1,18.0,1.0,7,370,
