algorithm,topology,n_agents,trial,rounds_to_converge,messages_sent,lqs,graph_diameter,graph_density,election_time_ms
Random,scale_free,5,1,1,5,1.0,2,0.6,0.9180870000022878
HighBattery,scale_free,5,1,2,5,1.0,2,0.6,0.9844799999996212
MostConnected,scale_free,5,1,2,12,1.0,2,0.6,1.0946719999935794
Raft,scale_free,5,1,6,11,0.8312339238101315,2,0.6,0.8152889999877289
Fitness,scale_free,5,2,5,36,1.0,2,0.6,1.5156219999994391
Bully,scale_free,5,2,5,15,0.9316321136508263,2,0.6,0.7173480000091104
Random,scale_free,5,2,1,5,0.9555850955071922,2,0.6,0.7696920000057617
HighBattery,scale_free,5,2,2,5,1.0,2,0.6,0.7159379999990279
MostConnected,scale_free,5,2,2,12,0.9555850955071922,2,0.6,0.8320489999960046
Raft,scale_free,5,2,6,10,0.6921058815225046,2,0.6,0.6272300000063069
Fitness,scale_free,5,3,5,36,1.0,2,0.6,0.9297140000086301
Bully,scale_free,5,3,5,15,0.7750713377358937,2,0.6,0.36591300001020954
Random,scale_free,5,3,1,5,0.7909942177028916,2,0.6,0.365930000000958
HighBattery,scale_free,5,3,2,5,1.0,2,0.6,0.36111200000732424
MostConnected,scale_free,5,3,2,12,1.0,2,0.6,0.45386399999358673
Raft,scale_free,5,3,7,13,1.0,2,0.6,0.450698999998167
Fitness,scale_free,5,4,5,36,1.0,2,0.6,2.307610000002569
Bully,scale_free,5,4,5,15,1.0,2,0.6,1.5346409999921207
Random,scale_free,5,4,1,5,0.9989306481344875,2,0.6,1.5347100000013825
HighBattery,scale_free,5,4,2,5,0.9710659575123999,2,0.6,1.5629859999961582
MostConnected,scale_free,5,4,2,12,0.9405770087462975,2,0.6,1.6963469999922154
Raft,scale_free,5,4,6,12,0.9989306481344875,2,0.6,1.2412469999958375
Fitness,scale_free,5,5,6,48,1.0,3,0.6,1.8026670000068634
Bully,scale_free,5,5,5,15,0.8249509403024283,3,0.6,0.9440869999934876
Random,scale_free,5,5,1,5,1.0,3,0.6,0.944427999996833
HighBattery,scale_free,5,5,2,5,0.9772096223758028,3,0.6,0.8525200000093491
MostConnected,scale_free,5,5,2,12,0.918050829398559,3,0.6,0.8965669999980719
Raft,scale_free,5,5,6,12,0.918050829398559,3,0.6,0.9482060000038928
Fitness,scale_free,5,6,6,48,1.0,3,0.6,1.6743039999909115
Bully,scale_free,5,6,5,15,0.8784005967138835,3,0.6,0.6315949999873283
Random,scale_free,5,6,1,5,0.6836188608270874,3,0.6,0.6957100000022365
HighBattery,scale_free,5,6,2,5,1.0,3,0.6,0.6582169999944654
MostConnected,scale_free,5,6,2,12,1.0,3,0.6,0.7630450000135625
Raft,scale_free,5,6,7,12,0.9155247318295863,3,0.6,1.1234480000013036
Fitness,scale_free,5,7,5,36,1.0,2,0.6,1.735682999992605
Bully,scale_free,5,7,5,15,0.8122324561702975,2,0.6,0.6321639999953277
Random,scale_free,5,7,1,5,1.0,2,0.6,1.3450240000025815
HighBattery,scale_free,5,7,2,5,0.8122324561702975,2,0.6,1.309281000004603
MostConnected,scale_free,5,7,2,12,0.9686348824963201,2,0.6,1.329885000004083
Raft,scale_free,5,7,6,12,0.9686348824963201,2,0.6,1.1665549999975156
Fitness,scale_free,5,8,6,48,1.0,3,0.6,1.5194030000031944
Bully,scale_free,5,8,5,15,0.7244956326778955,3,0.6,0.716146000002027
Random,scale_free,5,8,1,5,1.0,3,0.6,0.6226109999971641
HighBattery,scale_free,5,8,2,5,1.0,3,0.6,1.019106000001102
MostConnected,scale_free,5,8,2,12,0.904265054582501,3,0.6,1.4791840000043521
Raft,scale_free,5,8,6,10,0.6767255609193115,3,0.6,1.414064000002213
Fitness,scale_free,5,9,5,36,1.0,2,0.6,1.426718000004712
Bully,scale_free,5,9,5,15,0.8293292343828126,2,0.6,0.8707909999969843
Random,scale_free,5,9,1,5,0.933477962479612,2,0.6,0.5838079999875845
HighBattery,scale_free,5,9,2,5,1.0,2,0.6,0.6757119999889483
MostConnected,scale_free,5,9,2,12,1.0,2,0.6,0.6419470000054162
Raft,scale_free,5,9,7,11,0.7916195031301821,2,0.6,0.6170460000021194
Fitness,scale_free,5,10,5,36,1.0,2,0.6,0.9388180000087232
Bully,scale_free,5,10,5,15,0.9305144138350241,2,0.6,0.372661999989532
Random,scale_free,5,10,1,5,0.8526898846485932,2,0.6,0.3750680000109696
HighBattery,scale_free,5,10,2,5,1.0,2,0.6,0.373225999993565
MostConnected,scale_free,5,10,2,12,1.0,2,0.6,0.46483600000613023
Raft,scale_free,5,10,6,11,0.8711331591109084,2,0.6,0.4680210000032048
Fitness,scale_free,5,11,5,36,1.0,2,0.6,1.2035099999962995
Bully,scale_free,5,11,5,15,0.9470138276850081,2,0.6,0.49779199999022694
Random,scale_free,5,11,1,5,0.9646466832623701,2,0.6,0.4912389999986999
HighBattery,scale_free,5,11,2,5,0.9470138276850081,2,0.6,0.4846729999883337
MostConnected,scale_free,5,11,2,12,1.0,2,0.6,0.738401000006661
Raft,scale_free,5,11,6,11,0.9646466832623701,2,0.6,0.8256010000025071
Fitness,scale_free,5,12,5,36,1.0,2,0.6,1.6244659999955502
Bully,scale_free,5,12,5,15,0.9100067479217172,2,0.6,0.6846770000095148
Random,scale_free,5,12,1,5,0.9454630457328237,2,0.6,0.6858800000060228
HighBattery,scale_free,5,12,2,5,0.949723571398801,2,0.6,0.6798660000129075
MostConnected,scale_free,5,12,2,12,1.0,2,0.6,0.8162459999994098
Raft,scale_free,5,12,6,13,1.0,2,0.6,0.799566999987178
Fitness,scale_free,5,13,5,36,1.0,2,0.6,1.2962240000007341
Bully,scale_free,5,13,5,15,0.9636995482789991,2,0.6,0.5534740000001648
Random,scale_free,5,13,1,5,1.0,2,0.6,0.5491870000042809
HighBattery,scale_free,5,13,2,5,1.0,2,0.6,0.5624300000022231
MostConnected,scale_free,5,13,2,12,0.8439471009809757,2,0.6,0.6528259999925012
Raft,scale_free,5,13,7,12,0.8439471009809757,2,0.6,0.6564509999975598
Fitness,scale_free,5,14,6,48,1.0,3,0.6,2.9417220000027555
Bully,scale_free,5,14,5,15,0.9543956950016853,3,0.6,1.248970000006011
Random,scale_free,5,14,1,5,0.6388869141368699,3,0.6,1.2492059999971161
HighBattery,scale_free,5,14,2,5,0.9543956950016853,3,0.6,1.306837999990762
MostConnected,scale_free,5,14,2,12,0.9601119079596642,3,0.6,1.4546520000067176
Raft,scale_free,5,14,7,12,0.9601119079596642,3,0.6,1.48512399999845
Fitness,scale_free,5,15,5,36,1.0,2,0.6,1.2002210000048308
Bully,scale_free,5,15,5,15,0.9237267612703209,2,0.6,0.5053200000020297
Random,scale_free,5,15,1,5,0.9237267612703209,2,0.6,0.49947699999108863
HighBattery,scale_free,5,15,2,5,0.9237267612703209,2,0.6,0.5222779999911609
MostConnected,scale_free,5,15,2,12,1.0,2,0.6,0.6767980000006446
Raft,scale_free,5,15,7,12,0.9890277376493007,2,0.6,0.8327199999911272
Fitness,scale_free,5,16,5,36,1.0,2,0.6,1.3463920000020835
Bully,scale_free,5,16,5,15,0.9266856552752193,2,0.6,0.521001999999271
Random,scale_free,5,16,1,5,1.0,2,0.6,0.5116399999991472
HighBattery,scale_free,5,16,2,5,0.8633657648903402,2,0.6,0.4976439999921922
MostConnected,scale_free,5,16,2,12,1.0,2,0.6,0.5931019999962928
Raft,scale_free,5,16,6,13,1.0,2,0.6,0.5996550000020306
Fitness,scale_free,5,17,5,36,1.0,2,0.6,1.2050509999994574
Bully,scale_free,5,17,5,15,0.8895007654446444,2,0.6,0.5091640000074449
Random,scale_free,5,17,1,5,0.8895007654446444,2,0.6,0.49978099998782
HighBattery,scale_free,5,17,2,5,0.9906232810018649,2,0.6,0.578959999998574
MostConnected,scale_free,5,17,2,12,1.0,2,0.6,1.1632490000010876
Raft,scale_free,5,17,6,13,1.0,2,0.6,1.0616490000074918
Fitness,scale_free,5,18,5,36,1.0,2,0.6,1.1956200000042827
Bully,scale_free,5,18,5,15,0.8292175508661049,2,0.6,0.5015269999972816
Random,scale_free,5,18,1,5,0.9685512637436935,2,0.6,0.49975199999607867
HighBattery,scale_free,5,18,2,5,0.8165662411591914,2,0.6,0.49791399999321584
MostConnected,scale_free,5,18,2,12,1.0,2,0.6,0.5954810000048383
Raft,scale_free,5,18,6,10,0.8165662411591914,2,0.6,0.6068290000058596
Fitness,scale_free,5,19,5,36,1.0,2,0.6,2.062465999998153
Bully,scale_free,5,19,5,15,0.8909768672360466,2,0.6,0.507060999993314
Random,scale_free,5,19,1,5,0.9417358980852344,2,0.6,0.5070289999906663
HighBattery,scale_free,5,19,2,5,0.8909768672360466,2,0.6,0.4903650000045445
MostConnected,scale_free,5,19,2,12,0.9417358980852344,2,0.6,0.5883909999937487
Raft,scale_free,5,19,7,13,0.9417358980852344,2,0.6,0.5878599999959988
Fitness,scale_free,5,20,5,36,1.0,2,0.6,1.5608289999988756
Bully,scale_free,5,20,5,15,0.9685421033230583,2,0.6,0.9901590000112037
Random,scale_free,5,20,1,5,0.9685421033230583,2,0.6,0.6468130000030214
HighBattery,scale_free,5,20,2,5,1.0,2,0.6,0.49104800000066007
MostConnected,scale_free,5,20,2,12,1.0,2,0.6,0.5870290000018485
Raft,scale_free,5,20,6,12,0.8068449307891887,2,0.6,0.5930920000025708
Fitness,scale_free,5,21,5,36,1.0,2,0.6,2.4975500000010697
Bully,scale_free,5,21,5,15,0.9310923070065752,2,0.6,0.839404999993576
Random,scale_free,5,21,1,5,0.7795177618000864,2,0.6,0.7717539999987366
HighBattery,scale_free,5,21,2,5,0.7594151715816227,2,0.6,0.7684760000046253
MostConnected,scale_free,5,21,2,12,1.0,2,0.6,0.8241320000053065
Raft,scale_free,5,21,6,11,0.7795177618000864,2,0.6,0.6198110000070756
Fitness,scale_free,5,22,5,36,1.0,2,0.6,0.929981999988172
Bully,scale_free,5,22,5,15,0.8269953832940664,2,0.6,0.3926570000061247
Random,scale_free,5,22,1,5,0.8269953832940664,2,0.6,0.3740399999969668
HighBattery,scale_free,5,22,2,5,0.8399763223376024,2,0.6,0.36618699999735327
MostConnected,scale_free,5,22,2,12,1.0,2,0.6,0.4635749999977179
Raft,scale_free,5,22,6,11,0.8912057528768311,2,0.6,0.4707909999979165
Fitness,scale_free,5,23,5,36,1.0,2,0.6,1.835501000002182
Bully,scale_free,5,23,5,15,0.8634553072995318,2,0.6,1.7550400000061472
Random,scale_free,5,23,1,5,0.8484597226139271,2,0.6,1.3428739999881145
HighBattery,scale_free,5,23,2,5,0.9033981613601446,2,0.6,0.6684290000009696
MostConnected,scale_free,5,23,2,12,0.9633431842213819,2,0.6,0.7710110000118675
Raft,scale_free,5,23,6,12,1.0,2,0.6,0.8395150000097829
Fitness,scale_free,5,24,5,36,1.0,2,0.6,1.4175419999986616
Bully,scale_free,5,24,5,15,0.9213267791726172,2,0.6,0.6195060000067087
Random,scale_free,5,24,1,5,0.9911160519634611,2,0.6,0.6056090000043923
HighBattery,scale_free,5,24,2,5,0.9875434381765232,2,0.6,0.8534950000012032
MostConnected,scale_free,5,24,2,12,0.9911160519634611,2,0.6,1.3076440000077127
Raft,scale_free,5,24,6,12,0.9911160519634611,2,0.6,1.3113579999952663
Fitness,scale_free,5,25,5,36,1.0,2,0.6,0.9621729999906847
Bully,scale_free,5,25,5,15,0.7429821736619191,2,0.6,0.524239000000648
Random,scale_free,5,25,1,5,0.7429821736619191,2,0.6,0.45095299999786675
HighBattery,scale_free,5,25,2,5,0.842788988120248,2,0.6,0.3747200000105977
MostConnected,scale_free,5,25,2,12,1.0,2,0.6,0.47268300001235275
Raft,scale_free,5,25,6,11,0.842788988120248,2,0.6,0.4793169999999236
Fitness,scale_free,5,26,5,36,1.0,2,0.6,1.5877900000020873
Bully,scale_free,5,26,5,15,0.8398930982585399,2,0.6,0.6476800000001504
Random,scale_free,5,26,1,5,0.8488474231204868,2,0.6,0.6337919999879205
HighBattery,scale_free,5,26,2,5,0.8398930982585399,2,0.6,0.6241770000059432
MostConnected,scale_free,5,26,2,12,0.9688401965005985,2,0.6,0.7277870000024222
Raft,scale_free,5,26,6,12,0.9688401965005985,2,0.6,0.7346929999982876
Fitness,scale_free,5,27,5,36,1.0,2,0.6,1.4812289999923678
Bully,scale_free,5,27,5,15,0.8241264308670638,2,0.6,0.6431270000035738
Random,scale_free,5,27,1,5,1.0,2,0.6,0.632859000006647
HighBattery,scale_free,5,27,2,5,0.8809454622919419,2,0.6,0.6213909999956968
MostConnected,scale_free,5,27,2,12,0.8947722780897109,2,0.6,0.7399880000065195
Raft,scale_free,5,27,6,12,0.8947722780897109,2,0.6,0.7258010000015247
Fitness,scale_free,5,28,5,36,1.0,2,0.6,1.202836999993906
Bully,scale_free,5,28,5,15,0.8311130075733482,2,0.6,0.740975999988791
Random,scale_free,5,28,1,5,0.9773872303746303,2,0.6,0.968440000008286
HighBattery,scale_free,5,28,2,5,0.8311130075733482,2,0.6,0.9502509999919084
MostConnected,scale_free,5,28,2,12,1.0,2,0.6,1.1335480000127518
Raft,scale_free,5,28,7,11,0.9274916874458345,2,0.6,1.133658000000537
Fitness,scale_free,5,29,6,48,1.0,3,0.6,1.5748269999988906
Bully,scale_free,5,29,5,15,0.8915839296827526,3,0.6,0.6198119999965002
Random,scale_free,5,29,1,5,0.9882040551368932,3,0.6,0.6108059999974103
HighBattery,scale_free,5,29,2,5,0.9419245419226259,3,0.6,0.764199999991888
MostConnected,scale_free,5,29,2,12,0.9882040551368932,3,0.6,1.0133659999951306
Raft,scale_free,5,29,6,12,0.9882040551368932,3,0.6,1.0835380000031591
Fitness,geometric,5,0,6,32,1.0,4,0.4,1.1297140000010586
Bully,geometric,5,0,5,15,0.7188014513209889,4,0.4,0.4435919999963289
Random,geometric,5,0,1,5,1.0,4,0.4,0.4425569999995105
HighBattery,geometric,5,0,2,5,1.0,4,0.4,0.5060129999918672
MostConnected,geometric,5,0,2,8,1.0,4,0.4,0.5254200000024412
Raft,geometric,5,0,6,11,0.9594903079714829,4,0.4,0.5433490000115171
Fitness,geometric,5,1,6,32,1.0,3,0.4,2.020794000003434
Bully,geometric,5,1,5,15,0.9324890439681065,3,0.4,1.433653999995954
Random,geometric,5,1,1,5,0.8267819474247473,3,0.4,0.7469869999994216
HighBattery,geometric,5,1,2,5,0.9324890439681065,3,0.4,0.7299069999930907
MostConnected,geometric,5,1,2,8,1.0,3,0.4,0.8353669999934255
Raft,geometric,5,1,6,10,0.9391609169678895,3,0.4,1.3205710000079307
Fitness,geometric,5,2,6,32,1.0,3,0.4,2.5461600000085127
Bully,geometric,5,2,5,15,0.734644420711142,3,0.4,1.1702679999956445
Random,geometric,5,2,1,5,0.734644420711142,3,0.4,1.3475030000051902
HighBattery,geometric,5,2,2,5,1.0,3,0.4,0.7640909999935275
MostConnected,geometric,5,2,2,8,1.0,3,0.4,1.259385000011548
Raft,geometric,5,2,6,10,0.734644420711142,3,0.4,0.8156030000066039
Fitness,geometric,5,3,6,32,1.0,3,0.4,2.610740999998029
Bully,geometric,5,3,5,15,0.7927539002337356,3,0.4,2.074167000003513
Random,geometric,5,3,1,5,0.7927539002337356,3,0.4,1.306998999993425
HighBattery,geometric,5,3,2,5,0.6557481518219761,3,0.4,1.1653279999990218
MostConnected,geometric,5,3,2,8,1.0,3,0.4,1.2776619999925742
Raft,geometric,5,3,6,10,0.6557481518219761,3,0.4,1.5347629999951096
Fitness,geometric,5,4,6,32,1.0,3,0.4,3.3947280000035107
Bully,geometric,5,4,5,15,0.8444826286515533,3,0.4,1.4230569999966747
Random,geometric,5,4,1,5,0.8444826286515533,3,0.4,1.2134409999902118
HighBattery,geometric,5,4,2,5,0.950314680266042,3,0.4,1.2766509999977416
MostConnected,geometric,5,4,2,8,1.0,3,0.4,1.7362029999929973
Raft,geometric,5,4,6,10,0.950314680266042,3,0.4,1.602000999994857
Fitness,geometric,5,5,6,32,1.0,3,0.4,1.7408700000061117
Bully,geometric,5,5,5,15,0.9672809709724899,3,0.4,0.7876960000032796
Random,geometric,5,5,1,5,0.8499604909154674,3,0.4,0.7126189999979715
HighBattery,geometric,5,5,2,5,0.8499604909154674,3,0.4,0.7116879999955472
MostConnected,geometric,5,5,2,8,1.0,3,0.4,0.8090510000045015
Raft,geometric,5,5,6,10,0.8499604909154674,3,0.4,0.8243480000089676
Fitness,geometric,5,6,5,30,1.0,2,0.5,1.5483130000006895
Bully,geometric,5,6,5,15,0.8465440034987965,2,0.5,0.7841820000038524
Random,geometric,5,6,1,5,0.6251449363775645,2,0.5,0.7536190000081433
HighBattery,geometric,5,6,2,5,0.8465440034987965,2,0.5,0.7380999999924143
MostConnected,geometric,5,6,2,10,1.0,2,0.5,0.8691429999885258
Raft,geometric,5,6,6,13,1.0,2,0.5,0.9187750000023698
Fitness,geometric,5,7,6,40,1.0,3,0.5,1.58013499999754
Bully,geometric,5,7,5,15,0.9298819459569504,3,0.5,0.6160900000082847
Random,geometric,5,7,1,5,1.0,3,0.5,0.608666000005087
HighBattery,geometric,5,7,2,5,1.0,3,0.5,0.6075419999973519
MostConnected,geometric,5,7,2,10,1.0,3,0.5,0.7419789999971727
Raft,geometric,5,7,6,10,0.8051472025407569,3,0.5,0.754850000006968
Fitness,geometric,5,8,5,42,1.0,2,0.7,1.2479100000035714
Bully,geometric,5,8,5,15,0.8873451754219402,2,0.7,0.5618809999958785
Random,geometric,5,8,1,5,0.9264956751236285,2,0.7,0.5233810000078165
HighBattery,geometric,5,8,2,5,0.9683539198654494,2,0.7,0.5234220000005507
MostConnected,geometric,5,8,2,14,1.0,2,0.7,0.6117719999991778
Raft,geometric,5,8,6,10,0.5657614960537174,2,0.7,0.6188339999937398
Fitness,geometric,5,9,7,40,1.0,4,0.4,1.1614289999926086
Bully,geometric,5,9,5,15,0.8379542623104012,4,0.4,0.5638480000129675
Random,geometric,5,9,1,5,0.8379542623104012,4,0.4,0.4643780000037623
HighBattery,geometric,5,9,2,5,0.8379542623104012,4,0.4,0.45041199999218406
MostConnected,geometric,5,9,2,8,0.9921079651400819,4,0.4,0.8737010000032797
Raft,geometric,5,9,6,11,0.9921079651400819,4,0.4,0.7642350000054421
Fitness,geometric,5,10,6,40,1.0,3,0.5,1.277638999994224
Bully,geometric,5,10,5,15,0.7614377837824988,3,0.5,0.48455999998964217
Random,geometric,5,10,1,5,0.9295829281338983,3,0.5,0.5000600000073518
HighBattery,geometric,5,10,2,5,0.8374500167458068,3,0.5,0.4871010000044862
MostConnected,geometric,5,10,2,10,1.0,3,0.5,0.68085999998857
Raft,geometric,5,10,7,12,1.0,3,0.5,0.7273049999980685
Fitness,geometric,5,11,6,32,1.0,3,0.4,1.9998789999959854
Bully,geometric,5,11,5,15,0.7341841593526465,3,0.4,0.8112040000014531
Random,geometric,5,11,1,5,0.9127333774549927,3,0.4,0.7218550000089863
HighBattery,geometric,5,11,2,5,0.9460566096794452,3,0.4,0.6831509999898344
MostConnected,geometric,5,11,2,8,1.0,3,0.4,0.8460140000039473
Raft,geometric,5,11,6,10,0.9460566096794452,3,0.4,0.8236780000032695
Fitness,geometric,5,12,6,40,1.0,3,0.5,2.1275539999976445
Bully,geometric,5,12,5,15,0.7626319700760185,3,0.5,0.8417659999935267
Random,geometric,5,12,1,5,0.7626319700760185,3,0.5,0.8222219999964864
HighBattery,geometric,5,12,2,5,0.7626319700760185,3,0.5,0.8177739999979394
MostConnected,geometric,5,12,2,10,1.0,3,0.5,1.0133560000014086
Raft,geometric,5,12,6,11,0.9181338770763271,3,0.5,0.9747680000060654
Fitness,geometric,5,13,6,32,1.0,3,0.4,2.5701999999938607
Bully,geometric,5,13,5,15,0.8205609053363632,3,0.4,1.1353410000083386
Random,geometric,5,13,1,5,1.0,3,0.4,0.7033580000097572
HighBattery,geometric,5,13,2,5,0.8205609053363632,3,0.4,0.7409290000026658
MostConnected,geometric,5,13,2,8,1.0,3,0.4,0.9229909999959318
Raft,geometric,5,13,6,10,0.8454140476068771,3,0.4,0.8893549999982042
Fitness,geometric,5,14,6,32,1.0,3,0.4,1.632850999996549
Bully,geometric,5,14,5,15,0.7818608972152313,3,0.4,0.7006959999955598
Random,geometric,5,14,1,5,0.8303628452073333,3,0.4,0.7085889999984829
HighBattery,geometric,5,14,2,5,0.9595400639535041,3,0.4,0.6953879999969104
MostConnected,geometric,5,14,2,8,1.0,3,0.4,0.9325000000046657
Raft,geometric,5,14,6,11,0.9595400639535041,3,0.4,0.9988390000046365
Fitness,geometric,5,15,6,32,1.0,4,0.4,1.1532370000111314
Bully,geometric,5,15,5,15,0.899124059909974,4,0.4,0.4565589999998565
Random,geometric,5,15,1,5,0.9839346902799244,4,0.4,0.6382179999917525
HighBattery,geometric,5,15,2,5,0.9839346902799244,4,0.4,0.4618990000011536
MostConnected,geometric,5,15,2,8,1.0,4,0.4,0.5333849999971108
Raft,geometric,5,15,6,10,0.7882251677610113,4,0.4,0.5589900000018133
Fitness,geometric,5,16,6,32,1.0,3,0.4,2.506484000008413
Bully,geometric,5,16,5,15,0.8219022602540568,3,0.4,1.1473309999985304
Random,geometric,5,16,1,5,0.8219022602540568,3,0.4,1.0928720000009662
HighBattery,geometric,5,16,2,5,0.9940831187711899,3,0.4,0.8953739999952859
MostConnected,geometric,5,16,2,8,1.0,3,0.4,1.910031999997841
Raft,geometric,5,16,6,10,0.8300807159482073,3,0.4,1.0584099999988439
Fitness,geometric,5,17,6,48,1.0,3,0.6,1.765882000000829
Bully,geometric,5,17,5,15,0.9920958273805842,3,0.6,0.6846149999972795
Random,geometric,5,17,1,5,0.9230098598954062,3,0.6,0.8627099999927168
HighBattery,geometric,5,17,2,5,1.0,3,0.6,1.7725159999884
MostConnected,geometric,5,17,2,12,1.0,3,0.6,0.876685999998017
Raft,geometric,5,17,6,10,0.6692663157805083,3,0.6,1.77062499999181
Fitness,geometric,5,18,7,40,1.0,4,0.4,2.41936300000134
Bully,geometric,5,18,5,15,0.6886066966682485,4,0.4,0.6960359999936827
Random,geometric,5,18,1,5,1.0,4,0.4,0.6853289999924073
HighBattery,geometric,5,18,2,5,1.0,4,0.4,0.7146459999916033
MostConnected,geometric,5,18,2,8,0.8365835412619872,4,0.4,0.694570999996813
Raft,geometric,5,18,6,11,0.9000210264627394,4,0.4,0.8553499999948144
Fitness,geometric,5,19,6,32,1.0,4,0.4,2.3013079999998354
Bully,geometric,5,19,5,15,0.7598955335015896,4,0.4,0.9311860000025263
Random,geometric,5,19,1,5,0.6590482246896701,4,0.4,0.9053720000054
HighBattery,geometric,5,19,2,5,0.9801901782234326,4,0.4,0.8900990000029196
MostConnected,geometric,5,19,2,8,1.0,4,0.4,1.0554139999925383
Raft,geometric,5,19,7,11,0.9446015373532626,4,0.4,0.6751359999981332
Fitness,geometric,5,20,6,32,1.0,3,0.4,1.617769999995744
Bully,geometric,5,20,5,15,0.7459606618226412,3,0.4,0.7191879999908224
Random,geometric,5,20,1,5,0.7459606618226412,3,0.4,0.7056569999974727
HighBattery,geometric,5,20,2,5,0.824107755650491,3,0.4,0.6838710000067749
MostConnected,geometric,5,20,2,8,1.0,3,0.4,0.7903999999996358
Raft,geometric,5,20,6,10,0.7432288749236031,3,0.4,0.8479110000081391
Fitness,geometric,5,21,6,32,1.0,3,0.4,1.7589569999927335
Bully,geometric,5,21,5,15,0.8303248473209702,3,0.4,0.712561000000278
Random,geometric,5,21,1,5,1.0,3,0.4,1.1829210000087187
HighBattery,geometric,5,21,2,5,0.8584270035705502,3,0.4,0.9715139999997291
MostConnected,geometric,5,21,2,8,1.0,3,0.4,0.8185500000053025
Raft,geometric,5,21,6,10,0.853798160250288,3,0.4,0.8674179999985654
Fitness,geometric,5,22,6,32,1.0,3,0.4,1.8805189999966387
Bully,geometric,5,22,5,15,0.7508069278675945,3,0.4,1.020609999997646
Random,geometric,5,22,1,5,1.0,3,0.4,0.8908980000086331
HighBattery,geometric,5,22,2,5,0.9682996350993679,3,0.4,0.803637000004187
MostConnected,geometric,5,22,2,8,1.0,3,0.4,0.848052999998572
Raft,geometric,5,22,7,10,0.766227047171848,3,0.4,0.836144000004424
Fitness,geometric,5,23,6,40,1.0,3,0.5,2.1191360000045734
Bully,geometric,5,23,5,15,0.7849186366110075,3,0.5,0.9720770000001266
Random,geometric,5,23,1,5,0.90014914146524,3,0.5,0.8355530000017097
HighBattery,geometric,5,23,2,5,1.0,3,0.5,0.9557180000001608
MostConnected,geometric,5,23,2,10,1.0,3,0.5,1.0603070000030357
Raft,geometric,5,23,6,10,0.667309682357059,3,0.5,0.9570440000032931
Fitness,geometric,5,24,6,32,1.0,3,0.4,2.2635199999996303
Bully,geometric,5,24,5,15,0.7189435775731557,3,0.4,0.7236689999956525
Random,geometric,5,24,1,5,0.7309578671659511,3,0.4,0.7460519999966664
HighBattery,geometric,5,24,2,5,1.0,3,0.4,0.7141760000024533
MostConnected,geometric,5,24,2,8,1.0,3,0.4,0.832977999991158
Raft,geometric,5,24,8,10,0.7309578671659511,3,0.4,0.8199549999972078
Fitness,geometric,5,25,5,30,1.0,2,0.5,2.1206530000057455
Bully,geometric,5,25,5,15,0.7873111878297583,2,0.5,1.0110489999988204
Random,geometric,5,25,1,5,0.7643037915554989,2,0.5,0.8971110000004501
HighBattery,geometric,5,25,2,5,0.8996277182754207,2,0.5,0.5835670000067239
MostConnected,geometric,5,25,2,10,1.0,2,0.5,0.6268519999963473
Raft,geometric,5,25,8,10,0.7251743615146644,2,0.5,0.6291060000052084
Fitness,geometric,5,26,6,32,1.0,3,0.4,1.664614999995706
Bully,geometric,5,26,5,15,0.8306419978117203,3,0.4,0.7436690000020008
Random,geometric,5,26,1,5,0.8938259489773567,3,0.4,0.7172880000041459
HighBattery,geometric,5,26,2,5,0.8306419978117203,3,0.4,0.7115789999971867
MostConnected,geometric,5,26,2,8,1.0,3,0.4,0.801587000012205
Raft,geometric,5,26,7,12,1.0,3,0.4,0.8139349999964907
Fitness,geometric,5,27,6,40,1.0,3,0.5,1.1649989999966692
Bully,geometric,5,27,5,15,0.8077006871565284,3,0.5,0.4385870000049863
Random,geometric,5,27,1,5,0.7089822626999447,3,0.5,0.4405549999972891
HighBattery,geometric,5,27,2,5,1.0,3,0.5,0.45834000000866126
MostConnected,geometric,5,27,2,10,1.0,3,0.5,0.5365519999998014
