algorithm,topology,n_agents,trial,lqs,leader_fitness,rounds_to_converge,messages_sent,election_time_ms
Random,mesh,20,9,0.9952542277859266,0.8628831380419424,1,20,8.6381719999995
HighBattery,mesh,20,9,0.8831713161989615,0.7657075101762945,2,20,6.71011600000071
MostConnected,mesh,20,9,0.9365767564676983,0.81200990468118,2,62,7.944980999999629
Raft,mesh,20,9,0.8831713161989615,0.7657075101762945,6,42,8.04293900000097
Fitness,mesh,20,10,1.0,0.8719219085943025,8,372,17.01357800000025
Bully,mesh,20,10,0.6974899623499375,0.6081567791975258,20,210,3.672764999999245
Random,mesh,20,10,0.812291446405918,0.7082547082850746,1,20,6.244573000000031
HighBattery,mesh,20,10,0.8822666829592409,0.7692676500949858,2,20,5.271633999999636
MostConnected,mesh,20,10,0.9408908210953567,0.8203833205083239,2,62,7.387350000000126
Raft,mesh,20,10,1.0,0.8719219085943025,6,43,7.592841999999322
Fitness,mesh,20,11,1.0,0.8699081523369235,8,372,20.017945999999398
Bully,mesh,20,11,0.6335701518937583,0.5511478402097233,20,210,6.328589000000662
Random,mesh,20,11,0.9888757022219115,0.8602310350107408,1,20,5.07890399999944
HighBattery,mesh,20,11,0.8341530054738582,0.7256364997580557,2,20,3.977099000000095
MostConnected,mesh,20,11,0.9888757022219115,0.8602310350107408,2,62,6.266240999998729
Raft,mesh,20,11,0.6649867636938535,0.0,6,41,8.297406000000507
Fitness,mesh,20,12,1.0,0.8923767909329838,9,434,14.957485000000048
Bully,mesh,20,12,0.7330916324372401,0.6541939584141668,20,210,3.654567999999969
Random,mesh,20,12,1.0,0.8923767909329838,1,20,3.534030000000854
HighBattery,mesh,20,12,0.9847253712914947,0.8787460667833951,2,20,5.708929000000751
MostConnected,mesh,20,12,0.8679289565585427,0.7745196570115255,2,62,8.397346999998945
Raft,mesh,20,12,0.7886322383000428,0.7037571060404884,6,42,6.199169000000282
Fitness,mesh,20,13,1.0,0.8217601096791426,8,372,16.902489000001353
Bully,mesh,20,13,0.7824039152681266,0.6429483272241263,20,210,4.778996000000646
Random,mesh,20,13,0.7033112355663734,0.5779531180775963,1,20,4.151925000000389
HighBattery,mesh,20,13,0.8678983283681071,0.7132042255101202,2,20,5.416249999999678
MostConnected,mesh,20,13,0.9631561611634193,0.7914833126357934,2,62,4.598037999999249
Raft,mesh,20,13,0.7988324111072204,0.6564486097667234,6,42,4.956583000000236
Fitness,mesh,20,14,1.0,0.8726367035783591,9,434,15.431748999999328
Bully,mesh,20,14,0.7518255822185037,0.6560705977330357,20,210,3.542055000000488
Random,mesh,20,14,0.7971546796881538,0.6956264319251333,1,20,3.5841570000005873
HighBattery,mesh,20,14,0.8261845840962374,0.7209589920129982,2,20,3.4822699999992324
MostConnected,mesh,20,14,0.9294797649123927,0.8110981580959385,2,62,3.9481009999988714
Raft,mesh,20,14,0.815933109307954,0.7120131788469339,6,42,4.151342000000113
Fitness,mesh,20,15,1.0,0.8831732200626424,8,372,13.12851600000009
Bully,mesh,20,15,0.698198577815986,0.6166302862129018,20,210,5.159395999999816
Random,mesh,20,15,1.0,0.8831732200626424,1,20,4.60091799999951
HighBattery,mesh,20,15,0.7927889654224762,0.7001699834222992,2,20,3.611988000001176
MostConnected,mesh,20,15,0.864240915836762,0.7632744325494403,2,62,5.052533999998943
Raft,mesh,20,15,0.7608987541659656,0.6720054028584088,6,42,4.391465999999511
Fitness,mesh,20,16,1.0,0.8824391124693116,8,372,18.417924000001307
Bully,mesh,20,16,0.664730836677053,0.5865844895482816,20,210,4.5395910000003425
Random,mesh,20,16,0.9735129160009287,0.859065873573271,1,20,4.428841999999378
HighBattery,mesh,20,16,0.8266348161284867,0.7294548934806544,2,20,4.185876999999394
MostConnected,mesh,20,16,0.9054206355681497,0.798978582062158,2,62,6.428396000000447
Raft,mesh,20,16,0.8466455251069097,0.7471131257514557,6,42,8.54302100000126
Fitness,mesh,20,17,1.0,0.9067004411871127,8,372,11.090700000000453
Bully,mesh,20,17,0.6636087586897786,0.6016943542796545,20,210,4.100713999999783
Random,mesh,20,17,0.6636087586897786,0.6016943542796545,1,20,4.210807999999844
HighBattery,mesh,20,17,0.6757101595720305,0.6126666997985744,2,20,4.404857000000817
MostConnected,mesh,20,17,0.913534097315809,0.8283017690757147,2,62,4.504302000000848
Raft,mesh,20,17,0.7278121087756119,0.6599075601281701,6,42,5.497553999999738
Fitness,mesh,20,18,1.0,0.8753290334359756,8,372,11.36285500000156
Bully,mesh,20,18,0.661944054759116,0.5794188496409874,20,210,4.289388000000116
Random,mesh,20,18,0.7117504366610008,0.6230158217701074,1,20,3.6565940000006236
HighBattery,mesh,20,18,0.9296030239544846,0.8137085164372391,2,20,4.5473769999997415
MostConnected,mesh,20,18,0.9296030239544846,0.8137085164372391,2,62,4.660719000000313
Raft,mesh,20,18,0.7117504366610008,0.6230158217701074,6,42,6.794765999998731
Fitness,mesh,20,19,1.0,0.8498710560487107,9,434,14.821549000000545
Bully,mesh,20,19,0.7680179673771244,0.6527162409991809,20,210,5.293972999998786
Random,mesh,20,19,0.7680179673771244,0.6527162409991809,1,20,3.731600000000057
HighBattery,mesh,20,19,0.7680179673771244,0.6527162409991809,2,20,4.9573180000006545
MostConnected,mesh,20,19,0.9188997954458318,0.7809463395584934,2,62,5.419116000000557
Raft,mesh,20,19,0.7390804246158046,0.0,6,41,5.296367999999774
Fitness,mesh,20,20,1.0,0.8704526579033299,8,372,12.130742000000083
Bully,mesh,20,20,0.7082114721604201,0.6164645582996678,20,210,4.637874000000153
Random,mesh,20,20,0.8437144208175028,0.734413460111964,1,20,4.807855000001027
HighBattery,mesh,20,20,0.8437144208175028,0.734413460111964,2,20,3.6505860000008994
MostConnected,mesh,20,20,0.845466975418471,0.7359389759224975,2,62,3.679190999999804
Raft,mesh,20,20,0.845466975418471,0.7359389759224975,6,43,4.051429999998746
Fitness,mesh,20,21,1.0,0.9341700009661531,8,372,11.491630000000086
Bully,mesh,20,21,0.6738766381939857,0.6295153397527437,20,210,4.860027999999517
Random,mesh,20,21,0.8753031455227737,0.8176819402986863,1,20,5.236169999999873
HighBattery,mesh,20,21,0.7215559478110017,0.674055920463737,2,20,6.150435000000343
MostConnected,mesh,20,21,0.8545908481350761,0.7983331334280097,2,62,5.33368199999984
Raft,mesh,20,21,0.7003061174406233,0.65420496640611,6,42,4.7049960000009605
Fitness,mesh,20,22,1.0,0.910810819395032,8,372,11.843252000000248
Bully,mesh,20,22,0.6817353418905265,0.6209319253578627,20,210,3.6194319999989233
Random,mesh,20,22,0.6858679590853253,0.6246959578113034,1,20,3.7083839999993984
HighBattery,mesh,20,22,0.7792369246175125,0.7097374218137413,2,20,4.815772000000607
MostConnected,mesh,20,22,0.899451587936906,0.8192302378149761,2,62,3.999687000000307
Raft,mesh,20,22,0.7310448219464581,0.6658435332915488,6,42,4.962135000001311
Fitness,mesh,20,23,1.0,0.8739829126675017,8,372,15.628915000000632
Bully,mesh,20,23,0.7296711970335665,0.637720158072979,20,210,3.4843429999984465
Random,mesh,20,23,1.0,0.8739829126675017,1,20,4.208286000000783
HighBattery,mesh,20,23,0.9617142374222358,0.840521810376091,2,20,3.5735429999999013
MostConnected,mesh,20,23,0.9157734445834774,0.8003703424406186,2,62,4.557496000000327
Raft,mesh,20,23,0.8544640528831003,0.7467869817084503,6,43,7.0052109999991785
Fitness,mesh,20,24,1.0,0.8459770294392024,9,434,13.437104999999505
Bully,mesh,20,24,0.6242230960587568,0.528078400511129,20,210,5.195031000001293
Random,mesh,20,24,0.7820335490490522,0.661582418746314,1,20,3.5520540000000267
HighBattery,mesh,20,24,1.0,0.8459770294392024,2,20,3.862675999998899
MostConnected,mesh,20,24,0.9656382244226079,0.8169077566099837,2,62,5.036455999999134
Raft,mesh,20,24,0.7820335490490522,0.661582418746314,6,42,4.985024999999865
Fitness,mesh,20,25,1.0,0.8893560674082862,8,372,11.485932999999449
Bully,mesh,20,25,0.705583184794797,0.6275146864585147,20,210,6.897626000000656
Random,mesh,20,25,0.6742183901301407,0.5996202160204877,1,20,4.361728000001008
HighBattery,mesh,20,25,0.804503313393597,0.7154899030166655,2,20,3.547291999998592
MostConnected,mesh,20,25,0.9549263143167736,0.8492695115654547,2,62,4.083760000000325
Raft,mesh,20,25,0.6742183901301407,0.0,6,41,5.035149999999433
Fitness,mesh,20,26,1.0,0.898837124580895,8,372,12.462646000001243
Bully,mesh,20,26,0.6326690026372692,0.5686663871419457,20,210,3.4261610000001497
Random,mesh,20,26,0.7237160684982176,0.650502870021928,1,20,3.582200000000313
HighBattery,mesh,20,26,0.8478002267423298,0.7620343180241066,2,20,3.57289999999999
MostConnected,mesh,20,26,0.9407242853549684,0.8455579116718772,2,62,3.9224430000004418
Raft,mesh,20,26,0.7893735556511564,0.7095182569816826,6,42,5.932450999999617
Fitness,mesh,20,27,1.0,0.8584470245797878,8,372,16.953758999999735
Bully,mesh,20,27,0.6663224008549917,0.5720024824248283,20,210,4.809021999999885
Random,mesh,20,27,0.9241772059911422,0.7933571726675577,1,20,4.7828229999993255
HighBattery,mesh,20,27,0.9563146805833027,0.8209454921087064,2,20,6.824123999999543
MostConnected,mesh,20,27,0.871186546554481,0.747867498743635,2,62,5.884993000000449
Raft,mesh,20,27,0.871186546554481,0.747867498743635,6,43,6.436198999999476
Fitness,mesh,20,28,1.0,0.9007152011854698,8,372,13.923220000000569
Bully,mesh,20,28,0.7146980434610282,0.6437393920028616,20,210,4.68792000000029
Random,mesh,20,28,0.8592628103037114,0.7739510750538996,1,20,4.6053249999999935
HighBattery,mesh,20,28,0.9260861854699102,0.8341399048606144,2,20,5.102751000000794
MostConnected,mesh,20,28,0.8592628103037114,0.7739510750538996,2,62,4.476240000000686
Raft,mesh,20,28,0.7816300089299938,0.7040260307459799,6,42,6.463260000000304
Fitness,mesh,20,29,1.0,0.9039579593151759,8,372,12.888152000000375
Bully,mesh,20,29,0.6696423161936784,0.6053285016175253,20,210,6.521636999998748
Random,mesh,20,29,0.7771753574340643,0.7025338501361391,1,20,4.88441699999953
HighBattery,mesh,20,29,1.0,0.9039579593151759,2,20,6.2174939999994905
MostConnected,mesh,20,29,0.86651025132071,0.7832888385095492,2,62,8.081842999999367
Raft,mesh,20,29,0.8618564708436438,0.7790820166063996,6,42,6.48366299999914
Fitness,random,20,0,1.0,0.8720310297753494,7,550,19.2027760000002
Bully,random,20,0,0.9094007863522575,0.7930257042012716,20,210,8.034838999998684
Random,random,20,0,0.7256939377923403,0.6328276318747829,1,20,5.528568999999095
HighBattery,random,20,0,0.9266933613058942,0.8081053661455588,2,20,5.362657999999243
MostConnected,random,20,0,0.9675709582734737,0.8437518991239389,2,110,5.578144999999424
Raft,random,20,0,0.8514384696989588,0.7424807655219307,6,45,6.104163999999912
Fitness,random,20,1,1.0,0.902463376480187,6,424,16.73083100000028
Bully,random,20,1,0.632544100363281,0.5708478845864688,20,210,5.575584999998995
Random,random,20,1,0.632544100363281,0.5708478845864688,1,20,7.321038999998919
HighBattery,random,20,1,0.724961844631433,0.6542515141253877,2,20,7.688256000001559
MostConnected,random,20,1,0.9117411318195457,0.8228129802977345,2,106,5.6830829999992005
Raft,random,20,1,0.7094573964643404,0.6402593174820513,6,43,6.023840000001002
Fitness,random,20,2,1.0,0.8256495685865228,6,424,13.158267999999751
Bully,random,20,2,0.7176135950752421,0.5924973551856973,20,210,4.947951000000117
Random,random,20,2,0.9308659352936052,0.7685690578870552,1,20,4.332448999999627
HighBattery,random,20,2,0.757044664727048,0.625053600832616,2,20,4.194921999999934
MostConnected,random,20,2,0.9881575412861899,0.8158718476584619,2,106,6.045975999999342
Raft,random,20,2,0.8652064619641181,0.7143573420589459,6,44,3.9938570000010998
Fitness,random,20,3,1.0,0.8520397271176994,6,520,12.523387999999969
Bully,random,20,3,0.9051634705677981,0.7712352364594964,20,210,3.62968199999969
Random,random,20,3,0.948829158628161,0.8084401373988546,1,20,3.5293529999993467
HighBattery,random,20,3,1.0,0.8520397271176994,2,20,5.233140999999719
MostConnected,random,20,3,0.9811058440621593,0.8359411556483023,2,130,5.870927000000137
Raft,random,20,3,0.9811058440621593,0.8359411556483023,6,49,5.696178000000884
Fitness,random,20,4,1.0,0.8238426595653857,6,512,10.622056999999074
Bully,random,20,4,0.9468324789101792,0.780040987588249,20,210,3.499629000000226
Random,random,20,4,1.0,0.8238426595653857,1,20,4.3799639999999584
HighBattery,random,20,4,0.9606746965198102,0.7914447969580503,2,20,6.94688800000165
MostConnected,random,20,4,0.9841028432865495,0.810745903699049,2,128,4.857216999999636
Raft,random,20,4,0.8471516223194181,0.0,6,45,5.908352999998812
Fitness,random,20,5,1.0,0.8736400139866024,7,500,15.445236999999779
Bully,random,20,5,0.6580306014938089,0.5748818638926636,20,210,4.435275000000516
Random,random,20,5,0.7366947658415689,0.6436060255336851,1,20,4.009801000000479
HighBattery,random,20,5,0.9898348260093682,0.8647593112392506,2,20,6.925210999998654
MostConnected,random,20,5,1.0,0.8736400139866024,2,100,4.9624000000001445
Raft,random,20,5,0.8231632324455531,0.0,6,42,5.039774000000108
Fitness,random,20,6,1.0,0.8598129237091621,7,490,11.774582000001033
Bully,random,20,6,0.7673148043543934,0.6597471853372746,20,210,4.125855999999928
Random,random,20,6,0.8850375443113174,0.760966718566691,1,20,6.610010999999361
HighBattery,random,20,6,0.9314387650053585,0.8008630877953085,2,20,4.207989999999384
MostConnected,random,20,6,0.995040966200388,0.8555490823591451,2,98,4.322222000000764
Raft,random,20,6,0.8156210466429149,0.7012815167527715,6,43,6.021003999999053
Fitness,random,20,7,1.0,0.9342020374541852,6,520,16.544684999999504
Bully,random,20,7,0.8242069805243896,0.7699758404898467,20,210,5.641137999999657
Random,random,20,7,0.8255039917702686,0.7711875110383478,1,20,4.9077749999995035
HighBattery,random,20,7,0.8242069805243896,0.7699758404898467,2,20,4.615692999999865
MostConnected,random,20,7,1.0,0.9342020374541852,2,130,5.353788000000748
Raft,random,20,7,0.7747552050402646,0.7237778910768502,6,46,6.1069570000000795
Fitness,random,20,8,1.0,0.8798152423684337,6,480,16.279113999999595
Bully,random,20,8,0.7538884764372812,0.6632825726154358,20,210,6.039705999999256
Random,random,20,8,0.9232977137734235,0.8123314018217853,1,20,5.432983000000391
HighBattery,random,20,8,0.826094693161705,0.7268107026833424,2,20,5.250824999999182
MostConnected,random,20,8,1.0,0.8798152423684337,2,120,5.6664719999997
Raft,random,20,8,0.7733780482929993,0.0,6,44,7.993110000001025
Fitness,random,20,9,1.0,0.8552317815614165,6,424,10.137791000000007
Bully,random,20,9,0.8480110820461135,0.7252460284821223,20,210,6.604734999999806
Random,random,20,9,0.7424375086321303,0.6349561532054764,1,20,4.175681999999625
HighBattery,random,20,9,0.8527068680111795,0.7292620138788567,2,20,8.814952999999903
MostConnected,random,20,9,0.9273744798702925,0.7931201285940623,2,106,5.742388999999903
Raft,random,20,9,0.8221527262185869,0.0,6,43,5.208655000000562
Fitness,random,20,10,1.0,0.8808884107328657,6,416,12.148969000000065
Bully,random,20,10,0.8248246858714168,0.7265785066705075,20,210,3.8564820000015487
Random,random,20,10,0.8343612691367954,0.7349791723469685,1,20,4.750397999998768
HighBattery,random,20,10,0.8235259702492564,0.7254344831301087,2,20,4.271303000001225
MostConnected,random,20,10,1.0,0.8808884107328657,2,104,5.73515800000024
Raft,random,20,10,0.8575390745497292,0.7553962325214434,6,47,4.773853000001438
Fitness,random,20,11,1.0,0.8822134410732495,6,552,12.165500000000051
Bully,random,20,11,0.7450598237764505,0.6573017909392513,20,210,4.040846000000542
Random,random,20,11,0.9076148927687724,0.800710057718867,1,20,3.583142999998401
HighBattery,random,20,11,0.9199534170622872,0.8115952696936146,2,20,4.483449000000306
MostConnected,random,20,11,0.9956957564836396,0.8784161795894639,2,138,7.058180000001357
Raft,random,20,11,0.7123906907696306,0.0,6,46,4.050668999999729
Fitness,random,20,12,1.0,0.8522953896113205,6,488,15.058590999998955
Bully,random,20,12,0.8529977924413517,0.727006085846398,20,210,5.383853000001437
Random,random,20,12,0.7619665725580536,0.6494205968291688,1,20,4.7237620000011304
HighBattery,random,20,12,0.9609014530293895,0.8189718782877674,2,20,3.5913170000014816
MostConnected,random,20,12,1.0,0.8522953896113205,2,122,4.708391999999506
Raft,random,20,12,0.8522413147644374,0.7263613434100202,6,45,3.7579979999993185
Fitness,random,20,13,1.0,0.8906366922403236,6,480,16.692922999999027
Bully,random,20,13,0.8747848821661873,0.7791155138743343,20,210,5.203304000000131
Random,random,20,13,0.8127618126471656,0.7238754923953212,1,20,4.618983999998605
HighBattery,random,20,13,0.7413372550708434,0.660262160690817,2,20,4.776027000000127
MostConnected,random,20,13,0.8854703855983259,0.7886324153060569,2,120,5.35500500000019
Raft,random,20,13,0.7371237839465182,0.656509488705798,6,45,5.71273300000108
Fitness,random,20,14,1.0,0.8977080765269843,6,464,11.27139899999996
Bully,random,20,14,0.8743397860501673,0.7849018875661106,20,210,5.515014000000207
Random,random,20,14,0.7916343458457669,0.7106565459219008,1,20,4.788333000000478
HighBattery,random,20,14,0.8487661567071082,0.761944233958739,2,20,3.786261000000124
MostConnected,random,20,14,1.0,0.8977080765269843,2,116,7.050882000001479
Raft,random,20,14,0.6494078587306122,0.5829786797425655,6,42,7.8406940000004255
Fitness,random,20,15,1.0,0.8296576606219672,7,530,15.681133999999375
Bully,random,20,15,1.0,0.8296576606219672,20,210,5.110103000001587
Random,random,20,15,0.7269700603403294,0.603136279604168,1,20,4.579713000000041
HighBattery,random,20,15,0.8632708760629592,0.7162192955174709,2,20,3.8115039999997435
MostConnected,random,20,15,0.9226354389615988,0.765471559895802,2,106,5.052004999999582
Raft,random,20,15,0.8517267708054047,0.7066416401555146,6,46,5.015958999999626
Fitness,random,20,16,1.0,0.877380892198125,6,480,9.651806999999124
Bully,random,20,16,0.9328509076020901,0.8184655615997525,20,210,3.2381969999999427
Random,random,20,16,0.7709330592804887,0.6764019353765451,1,20,3.338735999999898
HighBattery,random,20,16,0.834071429551253,0.7317983350166439,2,20,3.9016450000008973
MostConnected,random,20,16,0.9085093960238042,0.797108784453745,2,120,3.9139289999994276
Raft,random,20,16,0.7861903088814758,0.6897883546439487,6,45,4.239916999999593
Fitness,random,20,17,1.0,0.8639682638878332,7,590,12.74760999999991
Bully,random,20,17,0.6929639223697615,0.598698836946706,20,210,4.476214000000311
Random,random,20,17,0.5361297160686369,0.46319906001049715,1,20,5.872148999999993
HighBattery,random,20,17,0.9097605570157498,0.7860042489985254,2,20,5.015724000001498
MostConnected,random,20,17,1.0,0.8639682638878332,2,118,5.92638400000034
Raft,random,20,17,0.9286567596428191,0.8023299683763072,6,46,5.879729000000111
Fitness,random,20,18,1.0,0.883901125559574,6,384,12.743330999999358
Bully,random,20,18,0.5508399432220503,0.4868880458171421,20,210,4.553817999999765
Random,random,20,18,0.8306918326431667,0.7342494458664404,1,20,4.338080000000133
HighBattery,random,20,18,0.7652435890679189,0.6763996697043816,2,20,3.858873000000429
MostConnected,random,20,18,0.983384760790862,0.8692148969211754,2,96,5.732992999998743
Raft,random,20,18,0.8968556365464192,0.0,6,44,4.938315000000415
Fitness,random,20,19,1.0,0.9000512261509522,7,530,13.419515999999021
Bully,random,20,19,0.9078600028011578,0.817120508694589,20,210,5.4923359999996535
Random,random,20,19,0.8439887964124755,0.759633151068715,1,20,4.4897119999998125
HighBattery,random,20,19,1.0,0.9000512261509522,2,20,4.322834999999969
MostConnected,random,20,19,1.0,0.9000512261509522,2,106,4.106344999998512
Raft,random,20,19,0.7021142338709288,0.6319387770935658,6,45,5.824117999999601
Fitness,random,20,20,1.0,0.8689525974659671,6,472,11.59541600000047
Bully,random,20,20,0.932902387214705,0.8106479525524193,20,210,3.597876999998917
Random,random,20,20,0.7360045572134669,0.639553071737431,1,20,3.4313450000009738
HighBattery,random,20,20,0.9408051789587479,0.817515103965638,2,20,4.405518000000441
MostConnected,random,20,20,0.9153788364391809,0.7954208175892009,2,118,5.173054000000121
Raft,random,20,20,0.8775336796075328,0.7625351702588334,6,47,3.8733830000001745
Fitness,random,20,21,1.0,0.8829207548693984,6,496,11.376453000000453
Bully,random,20,21,0.9065692697246974,0.8004288239667291,20,210,4.871145999999271
Random,random,20,21,0.7318379432221684,0.6461549092717849,1,20,3.765043999999662
HighBattery,random,20,21,1.0,0.8829207548693984,2,20,5.1074680000002814
MostConnected,random,20,21,1.0,0.8829207548693984,2,124,4.343451000000442
Raft,random,20,21,0.6177297624027244,0.0,6,44,4.581788999999503
Fitness,random,20,22,1.0,0.8770534108164612,7,470,12.911901000000725
Bully,random,20,22,0.7974743759485959,0.6994276214644449,20,210,6.536321999998762
Random,random,20,22,0.7347144988581542,0.6443838571998511,1,20,6.344803000001065
HighBattery,random,20,22,0.7319734888356797,0.6419798450105577,2,20,6.894936000000129
MostConnected,random,20,22,0.8932936608840563,0.7834662521390847,2,94,4.824548000000206
Raft,random,20,22,0.9131602473609077,0.8008903095698875,6,45,9.051367999999727
Fitness,random,20,23,1.0,0.925346739602166,6,520,12.123541999999432
Bully,random,20,23,0.8518774244787206,0.7882819972820745,20,210,6.557071999999664
Random,random,20,23,0.691839618385542,0.640191535200668,1,20,5.015967000000288
HighBattery,random,20,23,0.8706184572098236,0.8056239508165781,2,20,3.866422999999841
MostConnected,random,20,23,0.8369461553882054,0.7744653961110436,2,130,4.152423999999044
Raft,random,20,23,0.691839618385542,0.640191535200668,6,44,4.096271999999956
Fitness,random,20,24,1.0,0.8849450086961961,7,460,13.74457100000015
Bully,random,20,24,0.6009229996618881,0.5317838091615338,20,210,4.009550000001028
Random,random,20,24,0.8797674501010178,0.7785458137802754,1,20,4.053143000000148
HighBattery,random,20,24,0.8567119748341848,0.758142986019773,2,20,4.514383000000066
MostConnected,random,20,24,0.9491776639077226,0.8399700360410547,2,92,4.549493000000737
Raft,random,20,24,0.8866488921002423,0.7846355115301216,6,45,4.852207999999081
Fitness,random,20,25,1.0,0.8769240631140922,6,480,9.812919999999892
Bully,random,20,25,0.9422192777287001,0.826254757370277,20,210,3.7421840000000373
Random,random,20,25,0.7282983817205352,0.6386623760577899,1,20,3.021190000000118
HighBattery,random,20,25,0.8522068686287418,0.7473207098516537,2,20,4.545960000001514
MostConnected,random,20,25,1.0,0.8769240631140922,2,120,3.9355710000013033
Raft,random,20,25,0.6773478314509335,0.5939826124974719,6,42,3.7224949999998813
Fitness,random,20,26,1.0,0.7953287732464462,6,432,10.560617999999522
Bully,random,20,26,0.880083059668194,0.6999553802008837,20,210,3.8551749999999885
Random,random,20,26,0.8332381638886455,0.6626982867076777,1,20,4.506788000000483
HighBattery,random,20,26,0.9980342600116847,0.793765363673018,2,20,4.042546000000868
MostConnected,random,20,26,1.0,0.7953287732464462,2,108,3.755505999999187
Raft,random,20,26,0.8332381638886455,0.6626982867076777,6,42,5.7698339999987525
Fitness,random,20,27,1.0,0.8900174467093936,7,600,12.6613140000007
Bully,random,20,27,0.7301270387376776,0.6498258027907984,20,210,5.741900999998606
Random,random,20,27,0.8595647510834953,0.765027625040728,1,20,6.592641999999316
HighBattery,random,20,27,0.9101407968566275,0.8100411881643885,2,20,3.4079400000006643
MostConnected,random,20,27,1.0,0.8900174467093936,2,120,4.771859999999961
Raft,random,20,27,0.6116644372316529,0.0,6,40,9.35635199999929
Fitness,random,20,28,1.0,0.8084994490260772,6,560,11.361656000000053
Bully,random,20,28,0.8733945325282935,0.7061389983315135,20,210,3.627512999999638
Random,random,20,28,0.90920404230428,0.7350909672552925,1,20,3.771821000000841
HighBattery,random,20,28,0.9107295836423376,0.7363243665865786,2,20,4.655794000001379
MostConnected,random,20,28,0.9519938182055685,0.7696864774954336,2,140,4.912128999999155
Raft,random,20,28,0.9051956814014298,0.0,6,47,3.7248450000006983
Fitness,random,20,29,1.0,0.8336556345141032,6,488,10.384834999999981
Bully,random,20,29,0.7380115248885045,0.6152474660596471,20,210,3.6574600000012225
Random,random,20,29,0.924089139907788,0.7703721182774188,1,20,3.9519499999993712
HighBattery,random,20,29,0.941805569360123,0.7851415195138296,2,20,7.3577870000001155
MostConnected,random,20,29,0.9931687358473924,0.8279607126624277,2,122,6.214538000000047
Raft,random,20,29,0.8855442957421934,0.0,6,45,6.551410000000146
Fitness,scale_free,20,0,1.0,0.8679355557393286,7,360,14.21843100000153
Bully,scale_free,20,0,0.6016256114170473,0.5221722593922683,20,210,8.164134000001155
Random,scale_free,20,0,0.9382907452392881,0.8143758994143303,1,20,9.76926500000097
HighBattery,scale_free,20,0,0.7296161301411493,0.6332597813904367,2,20,6.221188999999683
MostConnected,scale_free,20,0,0.9382907452392881,0.8143758994143303,2,72,5.974602000000218
Raft,scale_free,20,0,0.8812396250596539,0.7648592037156683,6,43,10.651954000000075
Fitness,scale_free,20,1,1.0,0.8492362783431582,6,288,9.734051000000576
Bully,scale_free,20,1,0.7252688449159447,0.615924614654658,20,210,3.484103999999988
Random,scale_free,20,1,0.6380080922041164,0.5418196177762423,1,20,3.431681999998659
HighBattery,scale_free,20,1,0.7816615039206735,0.6638153065137087,2,20,3.3668450000003958
MostConnected,scale_free,20,1,1.0,0.8492362783431582,2,72,5.494671999999312
Raft,scale_free,20,1,1.0,0.0,6,51,7.420792999999648
Fitness,scale_free,20,2,1.0,0.8966586911640391,6,288,8.978657000000112
Bully,scale_free,20,2,0.6755741981880482,0.6057594763314904,20,210,3.257954000000396
Random,scale_free,20,2,0.6995838118266383,0.6272879050720229,1,20,3.3994899999996164
HighBattery,scale_free,20,2,1.0,0.8966586911640391,2,20,3.3277690000002025
MostConnected,scale_free,20,2,1.0,0.8966586911640391,2,72,4.553120999998939
Raft,scale_free,20,2,0.6995838118266383,0.6272879050720229,6,45,4.327632000000747
Fitness,scale_free,20,3,1.0,0.8627309544916549,6,288,12.844253999999111
Bully,scale_free,20,3,0.664819497527304,0.5735603596663934,20,210,3.8603510000001506
Random,scale_free,20,3,0.7132490078258668,0.6153419973118359,1,20,2.732599999999863
HighBattery,scale_free,20,3,0.62664174068825,0.540623227068286,2,20,2.835225000000108
MostConnected,scale_free,20,3,0.9943810134633002,0.8578832808735721,2,72,2.9084849999989615
Raft,scale_free,20,3,0.7119269542577588,0.614201420775133,6,41,4.0550539999983926
Fitness,scale_free,20,4,1.0,0.8558511222618468,7,360,9.518324999998384
Bully,scale_free,20,4,0.6071331344704759,0.5196155744989095,20,210,3.9026900000003195
Random,scale_free,20,4,0.7064740257374137,0.6046365877762103,1,20,4.199960000001113
HighBattery,scale_free,20,4,0.7423571518490744,0.6353472015291385,2,20,4.564655999999445
MostConnected,scale_free,20,4,1.0,0.8558511222618468,2,72,4.762299999999442
Raft,scale_free,20,4,0.7569609512686372,0.6478458796516582,6,43,6.700753000000503
Fitness,scale_free,20,5,1.0,0.8378444010912185,6,288,10.340089999999691
Bully,scale_free,20,5,0.6472273930555514,0.5422758475044591,20,210,4.5736539999996495
Random,scale_free,20,5,0.6649570545624774,0.5571305451312796,1,20,3.871274999999841
HighBattery,scale_free,20,5,0.7493463111290717,0.6278356112578509,2,20,3.8549249999988433
MostConnected,scale_free,20,5,1.0,0.8378444010912185,2,72,4.280371000000116
Raft,scale_free,20,5,0.7898973781577509,0.6618110957261045,6,46,4.624070000000202
Fitness,scale_free,20,6,1.0,0.8674366007528969,6,288,14.172085000000223
Bully,scale_free,20,6,0.7333352592560524,0.6361218445013144,20,210,4.725233000000273
Random,scale_free,20,6,0.7345825627028362,0.6372038011632999,1,20,4.410584000000384
HighBattery,scale_free,20,6,0.7455100707525948,0.6466827216006824,2,20,6.1167090000004976
MostConnected,scale_free,20,6,1.0,0.8674366007528969,2,72,4.516729000000552
Raft,scale_free,20,6,0.7785417767397899,0.6753356323592841,6,41,3.859304000000563
