algorithm,topology,n_agents,trial,lqs,leader_fitness,rounds_to_converge,messages_sent,election_time_ms
Fitness,mesh,100,8,1.0,0.9215184668183388,14,4320,211.19925400000028
Bully,mesh,100,8,0.6377915699426313,0.5877367096831949,100,5050,73.04290100000088
Random,mesh,100,8,0.8833456123672132,0.814019294379341,1,100,69.31551800000335
HighBattery,mesh,100,8,0.7479108520755877,0.689213661721493,2,100,78.71010699999914
MostConnected,mesh,100,8,0.6253074818706081,0.576232391983439,2,360,68.10455400000137
Raft,mesh,100,8,0.7012819418416129,0.6462442598532705,6,202,95.60163900000163
Fitness,mesh,100,9,1.0,0.9323462115887842,14,4320,197.4162440000029
Bully,mesh,100,9,0.4982173108105547,0.4645110222821725,100,5050,59.55331799999897
Random,mesh,100,9,0.7380728013964003,0.688139380258655,1,100,58.54280199999806
HighBattery,mesh,100,9,0.765836578590304,0.7140248327447861,2,100,65.02085400000368
MostConnected,mesh,100,9,0.6604343598342498,0.6157534733945267,2,360,63.847252999998716
Raft,mesh,100,9,0.6895462938132928,0.6428958747519102,6,202,85.36591000000016
Fitness,mesh,100,10,1.0,0.8993524277617158,15,4680,211.3480370000005
Bully,mesh,100,10,0.5947597895551993,0.5348986606715156,100,5050,64.75875200000303
Random,mesh,100,10,0.6810744991575566,0.6125260043039431,1,100,66.96344599999549
HighBattery,mesh,100,10,0.8587484114524435,0.7723174686762718,2,100,73.40515799999991
MostConnected,mesh,100,10,0.691909062096297,0.6222700947866364,2,360,62.75250499999885
Raft,mesh,100,10,0.691909062096297,0.6222700947866364,6,203,96.01969299999524
Fitness,mesh,100,11,1.0,0.9420970507634076,14,4320,199.65345200000684
Bully,mesh,100,11,0.5486465291231132,0.5168782769984649,100,5050,64.15445399999697
Random,mesh,100,11,0.723821595505997,0.681910190405064,1,100,54.29084100000381
HighBattery,mesh,100,11,0.637785598133505,0.6008559310209509,2,100,62.036546000001636
MostConnected,mesh,100,11,0.6227610845242716,0.5867013810605375,2,360,57.48615299999926
Raft,mesh,100,11,0.5310533170224672,0.0,6,201,96.23177800000349
Fitness,mesh,100,12,1.0,0.8921512527102736,14,4320,229.62203499999845
Bully,mesh,100,12,0.553645564264041,0.4939355837156505,100,5050,64.1477039999998
Random,mesh,100,12,0.6247321505530662,0.5573555707243013,1,100,66.27272300000442
HighBattery,mesh,100,12,0.78447653300091,0.6998717216385741,2,100,64.19604799999945
MostConnected,mesh,100,12,0.6756780933812516,0.6028070574389729,2,360,62.7745310000023
Raft,mesh,100,12,0.6619624382935384,0.5905706185707275,6,202,79.65640500000148
Fitness,mesh,100,13,1.0,0.9415983737535448,14,4320,183.80334800000497
Bully,mesh,100,13,0.5779844841536708,0.5442292503338779,100,5050,63.22067899999695
Random,mesh,100,13,0.6507151714058357,0.612712347172494,1,100,57.61285900000246
HighBattery,mesh,100,13,0.8299905069137732,0.7815177115408891,2,100,66.18821600000047
MostConnected,mesh,100,13,0.6647946561190358,0.6259695670817311,2,360,65.76471500000025
Raft,mesh,100,13,0.6181972123852395,0.5820934898409162,6,202,101.01982100000129
Fitness,mesh,100,14,1.0,0.8742145064974343,14,4320,198.10634299999919
Bully,mesh,100,14,0.5713066702079632,0.49944457875454695,100,5050,69.91478999999856
Random,mesh,100,14,0.8784164509328416,0.7679244041514818,1,100,59.24402700000542
HighBattery,mesh,100,14,0.7665067056256528,0.6700912813855042,2,100,105.12153999999896
MostConnected,mesh,100,14,0.7574682434136201,0.6621897266033163,2,360,66.42561799999669
Raft,mesh,100,14,0.6917102080895483,0.6047030982042421,6,202,97.66149300000393
Fitness,mesh,100,15,1.0,0.8775225589019429,14,4320,190.69441499999584
Bully,mesh,100,15,0.6131304316916105,0.5380357853586749,100,5050,69.11965700000167
Random,mesh,100,15,0.8396452310696049,0.7368076317380128,1,100,57.54741799999863
HighBattery,mesh,100,15,0.8761997058266464,0.7688850079661284,2,100,64.19012899999643
MostConnected,mesh,100,15,0.7546456626222982,0.6622185929285713,2,360,56.362810000003094
Raft,mesh,100,15,0.6963419376010871,0.611055758954443,6,202,100.31154600000036
Fitness,mesh,100,16,1.0,0.8948919701589192,15,4680,207.3753069999995
Bully,mesh,100,16,0.6090830797098484,0.5450635571920083,100,5050,69.15397299999881
Random,mesh,100,16,0.7943566235306053,0.7108633638400903,1,100,56.247970000001146
HighBattery,mesh,100,16,0.890594529983814,0.796985893549972,2,100,65.57870099999974
MostConnected,mesh,100,16,0.6679961174390673,0.5977843615935556,2,360,58.244334000001174
Raft,mesh,100,16,0.5768699267730611,0.5162362652953761,6,202,90.66594099999747
Fitness,mesh,100,17,1.0,0.8761914800147362,15,4680,193.68998600000253
Bully,mesh,100,17,0.6119793573320815,0.5362110988392637,100,5050,64.08301500000135
Random,mesh,100,17,0.7259638234449666,0.636083316901402,1,100,57.86462500000056
HighBattery,mesh,100,17,0.827128764917693,0.7247231766959943,2,100,63.29051499999849
MostConnected,mesh,100,17,0.615836384176903,0.5395905928988843,2,360,56.33605300000255
Raft,mesh,100,17,0.6821985505139008,0.5977365576386825,6,202,91.19777100000448
Fitness,mesh,100,18,1.0,0.9289701730091555,14,4320,207.97673100000225
Bully,mesh,100,18,0.6066462730752614,0.563556293254085,100,5050,67.99806400000108
Random,mesh,100,18,0.7612478797420166,0.707176574546794,1,100,58.87978999999888
HighBattery,mesh,100,18,0.69059676668762,0.6415437978293618,2,100,66.5870400000017
MostConnected,mesh,100,18,0.6863711958245008,0.6376183685335874,2,360,66.0511609999972
Raft,mesh,100,18,0.6837100103144526,0.6351462065699085,6,202,91.38739499999815
Fitness,mesh,100,19,1.0,0.8935745475533401,14,4320,205.07589300000006
Bully,mesh,100,19,0.668282492134203,0.597160225546639,100,5050,62.846614000001466
Random,mesh,100,19,0.6730571750395157,0.6014267606634645,1,100,62.04643099999885
HighBattery,mesh,100,19,0.68318092534617,0.6104730862632761,2,100,64.37786299999715
MostConnected,mesh,100,19,0.7123652418255227,0.6365514486569672,2,360,65.16020600000161
Raft,mesh,100,19,0.6825338211114389,0.6098948503895064,6,202,92.11233599999957
Fitness,mesh,100,20,1.0,0.8945135419110195,14,4320,208.0334079999986
Bully,mesh,100,20,0.7113332166455307,0.6362971951005523,100,5050,70.12157999999857
Random,mesh,100,20,0.8663407504898111,0.7749535332224917,1,100,60.22676599999954
HighBattery,mesh,100,20,0.7529578674504429,0.6735310089228637,2,100,63.65406999999834
MostConnected,mesh,100,20,0.6749979212312659,0.603794781303155,2,360,65.89715300000165
Raft,mesh,100,20,0.5583152462650461,0.4994205484394695,6,202,110.42858700000124
Fitness,mesh,100,21,1.0,0.8895340260668265,15,4680,222.00908100000305
Bully,mesh,100,21,0.6426842514300461,0.5716895096643135,100,5050,59.381422999997824
Random,mesh,100,21,0.7892270291782949,0.7020442967457294,1,100,59.65622999999454
HighBattery,mesh,100,21,0.8824749866201154,0.7849915277514601,2,100,67.32747299999886
MostConnected,mesh,100,21,0.7883514883730204,0.7012654734082278,2,360,59.42908600000152
Raft,mesh,100,21,0.7249883761187522,0.6449018290605644,6,202,88.42621699999853
Fitness,mesh,100,22,1.0,0.8773241947872,15,4680,188.98924600000555
Bully,mesh,100,22,0.6389733156063586,0.560586749604856,100,5050,63.775946999996336
Random,mesh,100,22,0.6852829451216284,0.6012153080302336,1,100,57.16648299999605
HighBattery,mesh,100,22,0.8151195205861581,0.7151240770535797,2,100,71.41493800000376
MostConnected,mesh,100,22,0.5192059283740842,0.45551192303953403,2,360,67.91765100000191
Raft,mesh,100,22,0.5673777803539601,0.4977742542891869,6,202,104.90865700000285
Fitness,mesh,100,23,1.0,0.92602173529971,15,4680,209.9473649999979
Bully,mesh,100,23,0.5668540817603666,0.5249192004534583,100,5050,63.641363000002116
Random,mesh,100,23,0.5668540817603666,0.5249192004534583,1,100,58.971311000000526
HighBattery,mesh,100,23,0.7395751906725759,0.6848627014512326,2,100,63.724395999997796
MostConnected,mesh,100,23,0.6404816128222466,0.5930998945332138,2,360,60.13047500000113
Raft,mesh,100,23,0.6515496503466733,0.0,6,201,91.410984999996
Fitness,mesh,100,24,1.0,0.8836291939542361,14,4320,189.83610999999456
Bully,mesh,100,24,0.488226318845905,0.4314110285890509,100,5050,62.922870999997826
Random,mesh,100,24,0.8450448540481011,0.7467063032376987,1,100,58.814402999999515
HighBattery,mesh,100,24,0.6962391383384604,0.6152172286094056,2,100,72.29330300000214
MostConnected,mesh,100,24,0.6015727816476054,0.5315672721520812,2,360,63.67108300000268
Raft,mesh,100,24,0.6340198592447952,0.5602384571754566,6,202,95.97155799999513
Fitness,mesh,100,25,1.0,0.8917826274355352,15,4680,201.43282600000134
Bully,mesh,100,25,0.5435464721574254,0.48472530107386474,100,5050,58.77311800000484
Random,mesh,100,25,0.6695031362260504,0.5970512658999982,1,100,155.21512100000479
HighBattery,mesh,100,25,0.6667062102504482,0.594557015904733,2,100,83.46572299999622
MostConnected,mesh,100,25,0.7925378962678463,0.7067715274759716,2,360,64.82876300000129
Raft,mesh,100,25,0.6695031362260504,0.5970512658999982,6,202,85.83775900000035
Fitness,mesh,100,26,1.0,0.9041622794620485,14,4320,200.36340100000416
Bully,mesh,100,26,0.6089462547646918,0.550586233777921,100,5050,77.39399900000166
Random,mesh,100,26,0.5698138240310002,0.5152041660048557,1,100,65.03209099999907
HighBattery,mesh,100,26,0.882845196687391,0.798235325448992,2,100,71.16050100000137
MostConnected,mesh,100,26,0.6694329926493261,0.6052760605809154,2,360,62.55574400000086
Raft,mesh,100,26,0.7061559478613957,0.638479571474043,6,202,92.84347599999876
Fitness,mesh,100,27,1.0,0.908436037639198,14,4320,202.50978900000405
Bully,mesh,100,27,0.6081135700911151,0.5524322820481993,100,5050,61.09488599999935
Random,mesh,100,27,0.6670553158063033,0.605977087977242,1,100,57.4526139999989
HighBattery,mesh,100,27,0.663942133499687,0.6031489609781711,2,100,62.13186200000109
MostConnected,mesh,100,27,0.656687320316667,0.5965584272363758,2,360,62.36037600000088
Raft,mesh,100,27,0.6387015284858719,0.5802194857718048,6,202,92.88603800000317
Fitness,mesh,100,28,1.0,0.9269134829446075,14,4320,195.96227999999627
Bully,mesh,100,28,0.5975851207253925,0.5539097056074473,100,5050,65.27293799999967
Random,mesh,100,28,0.5841586838175472,0.5414645602096604,1,100,61.36341599999895
HighBattery,mesh,100,28,0.7343076265550517,0.6806396396829311,2,100,65.03666500000094
MostConnected,mesh,100,28,0.7027113917041546,0.6513526635893504,2,360,67.6413509999989
Raft,mesh,100,28,0.5853639191829597,0.0,6,201,93.52957899999836
Fitness,mesh,100,29,1.0,0.9021532655856666,14,4320,207.16456699999952
Bully,mesh,100,29,0.5719822023766223,0.5160156117309515,100,5050,62.694782999997756
Random,mesh,100,29,0.7972067671355387,0.7192026883183184,1,100,70.78227499999912
HighBattery,mesh,100,29,0.9358896411609302,0.8443158960011309,2,100,71.90586200000126
MostConnected,mesh,100,29,0.6481368635055426,0.5847187879579766,2,360,67.71870699999738
Raft,mesh,100,29,0.6425088146918462,0.579641425341825,6,202,91.97849399999569
Fitness,random,100,0,1.0,0.9135430595785964,5,8892,115.5786950000035
Bully,random,100,0,0.7903253150359612,0.72199620636037,100,5050,34.018715000001976
Random,random,100,0,0.7592804822061638,0.6936354147929309,1,100,32.87294900000148
HighBattery,random,100,0,0.9386209931349914,0.8574706938532407,2,100,33.82681299999746
MostConnected,random,100,0,0.9541625001217362,0.8716685296963738,2,2964,49.7722060000001
Raft,random,100,0,0.8370606412100461,0.7646909392238472,6,227,34.65065999999695
Fitness,random,100,1,1.0,0.8927844193416294,6,11840,121.10011100000406
Bully,random,100,1,0.6524440237225938,0.5824918588720922,100,5050,39.89714100000441
Random,random,100,1,0.8668494174253493,0.7739096537927203,1,100,32.01602600000086
HighBattery,random,100,1,0.9056272481010196,0.8085298968358265,2,100,29.575737000001823
MostConnected,random,100,1,1.0,0.8927844193416294,2,2960,42.299492000005046
Raft,random,100,1,0.8038426874879936,0.7176582269909833,6,228,39.03850999999747
Fitness,random,100,2,1.0,0.956241569638753,5,8994,120.30097200000256
Bully,random,100,2,0.7884947059400742,0.7539914152599835,100,5050,30.86612600000649
Random,random,100,2,0.7420723940815995,0.7096004709021759,1,100,26.079138000000057
HighBattery,random,100,2,0.8459347133727153,0.8089179381274338,2,100,27.721851000002573
MostConnected,random,100,2,1.0,0.956241569638753,2,2998,34.1834270000021
Raft,random,100,2,0.8477889713981148,0.0,6,227,44.06928499999907
Fitness,random,100,3,1.0,0.9097048859241251,5,8940,111.20348200000052
Bully,random,100,3,0.7028836615983953,0.6394167011922995,100,5050,28.6680629999978
Random,random,100,3,0.787566678143404,0.7164532550980874,1,100,28.207592999997644
HighBattery,random,100,3,0.8793164427413547,0.7999184642352316,2,100,28.878685000002235
MostConnected,random,100,3,0.9372370080912495,0.8526090855295185,2,2980,32.35413899999884
Raft,random,100,3,0.7964076958803651,0.0,6,225,29.379886999997495
Fitness,random,100,4,1.0,0.8953272780203537,5,8922,121.88587600000034
Bully,random,100,4,0.8652276963881955,0.7746619582750641,100,5050,29.158981999998446
Random,random,100,4,0.8441314357956347,0.7557739007023185,1,100,40.971192999997186
HighBattery,random,100,4,0.9821532724447697,0.8793486160167585,2,100,36.739382999996906
MostConnected,random,100,4,0.9561008833276705,0.856023201382619,2,2974,39.53371499999747
Raft,random,100,4,0.8907972257709166,0.7975550554175572,6,228,33.04328999999484
Fitness,random,100,5,1.0,0.936034192933268,6,12424,127.13460100000162
Bully,random,100,5,0.8011131063597441,0.7498692599597063,100,5050,37.24635100000029
Random,random,100,5,0.8449397213425822,0.7908924701441643,1,100,31.465562000001057
HighBattery,random,100,5,0.9072609878890585,0.8492273065785743,2,100,34.15535399999925
MostConnected,random,100,5,0.9319148674549385,0.8723041808406967,2,3106,38.96924400000046
Raft,random,100,5,0.8538928355395344,0.0,6,232,34.30942900000389
Fitness,random,100,6,1.0,0.8674552248278329,6,11512,131.02092100000107
Bully,random,100,6,0.9777663942561738,0.8481685673585888,100,5050,28.75842200000278
Random,random,100,6,0.8110567853572567,0.7035554460902185,1,100,29.837155000002724
HighBattery,random,100,6,0.8361966809397,0.7253631798648351,2,100,30.94123600000387
MostConnected,random,100,6,1.0,0.8674552248278329,2,2878,38.93712400000027
Raft,random,100,6,0.9638817190946664,0.8361242333447019,6,236,32.384571999998
Fitness,random,100,7,1.0,0.9234509942023069,5,8940,140.87883699999537
Bully,random,100,7,1.0,0.9234509942023069,100,5050,33.11222600000008
Random,random,100,7,0.8634760740580697,0.7973778390588293,1,100,30.95448900000264
HighBattery,random,100,7,0.8575899312604498,0.7919422746403504,2,100,39.76505200000702
MostConnected,random,100,7,1.0,0.9234509942023069,2,2980,37.97552999999709
Raft,random,100,7,0.7151860215252365,0.6604392426170721,6,230,32.29678299999961
Fitness,random,100,8,1.0,0.8787750461455051,5,9150,119.8778919999981
Bully,random,100,8,0.8203081493639168,0.7208663318108098,100,5050,32.26536300000049
Random,random,100,8,0.8489139354319148,0.7460043827827433,1,100,32.60408699999573
HighBattery,random,100,8,0.9178146985022203,0.8065526540293114,2,100,34.5662510000011
MostConnected,random,100,8,0.7879804018531629,0.6924575140002668,2,3050,38.29411599999588
Raft,random,100,8,0.8385151001750666,0.0,6,229,35.490686000002825
Fitness,random,100,9,1.0,0.904923908497031,5,8868,126.57279500000129
Bully,random,100,9,0.8926001809780033,0.8077352444957719,100,5050,32.9701
Random,random,100,9,0.7537739220136191,0.6821080436317004,1,100,27.793116000005114
HighBattery,random,100,9,0.7949320366732335,0.7193530056158477,2,100,33.63383499999628
MostConnected,random,100,9,0.9784574233446517,0.8854295158309763,2,2956,43.44177100000479
Raft,random,100,9,0.8357627060046008,0.7563016544937383,6,228,35.45665499999728
Fitness,random,100,10,1.0,0.8663216361238841,6,11536,126.43352299999577
Bully,random,100,10,0.9278683702615206,0.8038324446325624,100,5050,27.439343000004612
Random,random,100,10,0.8734285662083531,0.7566700645149587,1,100,28.09805799999765
HighBattery,random,100,10,0.9445898781896279,0.8183186487392988,2,100,32.089648999999554
MostConnected,random,100,10,0.9278683702615206,0.8038324446325624,2,2884,36.639571000002036
Raft,random,100,10,0.8780378250289292,0.7606631651577187,6,229,37.220487999995555
Fitness,random,100,11,1.0,0.8377501652701483,5,9108,114.50706099999763
Bully,random,100,11,0.9652614887608847,0.8086479717383406,100,5050,31.66492700000134
Random,random,100,11,0.9856796587769094,0.8257532970437793,1,100,30.52052500000002
HighBattery,random,100,11,0.9570103575168692,0.801735585175001,2,100,36.082393000000934
MostConnected,random,100,11,0.9836268415439582,0.824033549067605,2,3036,41.48754800000631
Raft,random,100,11,0.7992896886673797,0.6696050687798227,6,226,39.10548800000413
Fitness,random,100,12,1.0,0.8910306029854759,5,8922,123.33890600000075
Bully,random,100,12,0.8151072495518037,0.7262855040659764,100,5050,27.486161999995318
Random,random,100,12,0.9154354164268412,0.8156809710930686,1,100,28.089882999999816
HighBattery,random,100,12,0.8326339551035471,0.7419023350820952,2,100,35.61922699999798
MostConnected,random,100,12,0.8928988720549644,0.7956002203721863,2,2974,38.94696600000458
Raft,random,100,12,0.8829652449479937,0.0,6,230,38.74776199999985
Fitness,random,100,13,1.0,0.8875383078898533,5,8718,127.06870199999543
Bully,random,100,13,0.9252498495132064,0.8211946858122927,100,5050,33.58226799999642
Random,random,100,13,0.7590480273906227,0.6736842018374043,1,100,30.175733000000093
HighBattery,random,100,13,0.9416489892457383,0.8357495505413532,2,100,41.349962999994716
MostConnected,random,100,13,0.9507038549265746,0.8437860907058926,2,2906,45.66398900000479
Raft,random,100,13,0.8977516508070145,0.7967889810625801,6,232,30.887235999998097
Fitness,random,100,14,1.0,0.8741664665048186,5,8850,128.05660000000074
Bully,random,100,14,0.8513075392677729,0.7441845035106212,100,5050,30.409992999999247
Random,random,100,14,0.8508990579591035,0.7438274228483883,1,100,36.715636000003826
HighBattery,random,100,14,0.871375661126977,0.7617273826856696,2,100,31.50665299999389
MostConnected,random,100,14,0.937432799696514,0.8194723180964211,2,2950,34.696281000002216
Raft,random,100,14,0.9657734725085179,0.8442467839068596,6,235,35.69139700000079
Fitness,random,100,15,1.0,0.8575628057931868,6,11488,120.88879000000219
Bully,random,100,15,0.7808087388815019,0.6695925329030605,100,5050,28.7723529999937
Random,random,100,15,0.79850972378469,0.6847722391819413,1,100,26.25772200000398
HighBattery,random,100,15,0.90277193184435,0.7741836308637764,2,100,31.308873000000403
MostConnected,random,100,15,1.0,0.8575628057931868,2,2872,36.0916400000022
Raft,random,100,15,0.839786217529207,0.0,6,226,33.40567999999422
Fitness,random,100,16,1.0,0.8800533002692517,6,11520,127.20834999999653
Bully,random,100,16,0.7806428390845548,0.6870073068679208,100,5050,28.718494999999677
Random,random,100,16,0.9110211875428947,0.8017472027123373,1,100,28.277788000004023
HighBattery,random,100,16,0.8862646764825745,0.7799601534505503,2,100,35.196443000003796
MostConnected,random,100,16,0.9096604725873416,0.8005497010249771,2,2880,35.48302400000125
Raft,random,100,16,0.9523542001283561,0.8381224568482432,6,234,37.17000500000012
Fitness,random,100,17,1.0,0.8831677130642381,5,9084,127.61560699999563
Bully,random,100,17,0.8855237921457383,0.7820660223733235,100,5050,29.571095999997965
Random,random,100,17,0.8882299468199769,0.7844560108081688,1,100,34.235265999996045
HighBattery,random,100,17,0.8206554722475882,0.7247764166385547,2,100,36.2573029999993
MostConnected,random,100,17,0.9217667287825292,0.8140746138375702,2,3028,39.45154000000173
Raft,random,100,17,0.7731689596929225,0.6828378619442546,6,223,34.11617300000103
Fitness,random,100,18,1.0,0.9441883308652232,5,8844,121.73477799999688
Bully,random,100,18,0.807737659970846,0.7626564729448544,100,5050,26.334644000002072
Random,random,100,18,0.8349004513571009,0.7883032636054826,1,100,26.0819149999989
HighBattery,random,100,18,0.8110554165908735,0.7657890600301351,2,100,31.73453000000137
MostConnected,random,100,18,0.8139237397039647,0.7684972972426669,2,2948,41.924074000000644
Raft,random,100,18,0.8180506557272451,0.7723938831943089,6,233,37.829841000004194
Fitness,random,100,19,1.0,0.8930620800598429,6,11928,130.81951899999922
Bully,random,100,19,0.8669434046339971,0.7742342802365995,100,5050,33.8022190000018
Random,random,100,19,0.8051816317386292,0.7190771828664786,1,100,33.34871799999917
HighBattery,random,100,19,1.0,0.8930620800598429,2,100,33.982114999993485
MostConnected,random,100,19,0.9818111660915569,0.8768183222157058,2,2982,36.55097100000404
Raft,random,100,19,0.6742301615642696,0.6021293905256706,6,224,37.391200000001845
Fitness,random,100,20,1.0,0.8826630194953518,6,12344,120.40679100000062
Bully,random,100,20,0.9251761070406641,0.8166187362054673,100,5050,30.023407999998142
Random,random,100,20,0.9080967865856853,0.801543451641747,1,100,26.302553000000728
HighBattery,random,100,20,0.8636226880012832,0.7622878094959047,2,100,30.798693999997795
MostConnected,random,100,20,0.9043306994815878,0.7982192658267618,2,3086,34.49634100000054
Raft,random,100,20,0.7814604155110887,0.6897662099711097,6,222,38.80279500000228
Fitness,random,100,21,1.0,0.8707976753116323,5,9360,114.26460400000593
Bully,random,100,21,0.9017696810242489,0.7852589419024282,100,5050,25.42685799999589
Random,random,100,21,0.8810715409248016,0.7672350496205549,1,100,26.401164999995785
HighBattery,random,100,21,0.9257962490959087,0.8061812215249462,2,100,33.3239280000015
MostConnected,random,100,21,1.0,0.8707976753116323,2,3120,31.059628000001283
Raft,random,100,21,0.8578952095308106,0.0,6,237,34.49037499999719
Fitness,random,100,22,1.0,0.932936270095803,5,8826,123.08750799999757
Bully,random,100,22,0.8554229983513869,0.7980551414361112,100,5050,31.962925999998504
Random,random,100,22,0.7154172705617142,0.6674387199599656,1,100,30.709058999995875
HighBattery,random,100,22,0.8184255069455847,0.7635388398010805,2,100,30.138366999999278
MostConnected,random,100,22,0.991339938502783,0.9248569846237892,2,2942,35.636908000000744
Raft,random,100,22,0.8105647283749459,0.7562052343613397,6,227,43.117203999997855
Fitness,random,100,23,1.0,0.8726286673890862,5,8688,108.0660159999951
Bully,random,100,23,0.835095070933663,0.7287278988920367,100,5050,27.67168100000106
Random,random,100,23,0.8828321788557382,0.7703846677630862,1,100,33.43241999999691
HighBattery,random,100,23,0.9007474724162158,0.78601806650865,2,100,30.132924000000116
MostConnected,random,100,23,0.9467021470108309,0.8261194329604481,2,2896,37.19401900000463
Raft,random,100,23,0.9921299976968951,0.8657610777669787,6,233,39.58067700000356
Fitness,random,100,24,1.0,0.9077550181313649,5,9024,117.58259999999865
Bully,random,100,24,0.9096357497868492,0.8257264165406991,100,5050,30.809652000002075
Random,random,100,24,0.8162922236189972,0.740993362251755,1,100,36.93556500000028
HighBattery,random,100,24,0.9821382062376406,0.8915408852107557,2,100,31.36871099999894
MostConnected,random,100,24,1.0,0.9077550181313649,2,3008,37.194575000000896
Raft,random,100,24,0.7352878703020853,0.6674612540378422,6,226,43.35473000000434
Fitness,random,100,25,1.0,0.8618284135014528,5,8952,131.32398500000164
Bully,random,100,25,0.9019010988694939,0.7772839931739128,100,5050,30.189844000005905
Random,random,100,25,0.856175744891247,0.737876583898048,1,100,84.47322300000337
HighBattery,random,100,25,0.8946981139429312,0.7710762561021784,2,100,33.452646999990066
MostConnected,random,100,25,0.926030051485851,0.7980790101267197,2,2984,36.095736999996575
Raft,random,100,25,0.7329810851197217,0.6317039257153031,6,226,36.491940000004774
Fitness,random,100,26,1.0,0.8813316579606842,5,8994,138.31226400000673
Bully,random,100,26,0.7708779888843471,0.6793991760288396,100,5050,38.290986999996335
Random,random,100,26,0.9541180980443941,0.8408944852397605,1,100,32.05628300000285
HighBattery,random,100,26,0.9520987354091467,0.839114757020414,2,100,32.689457000003586
MostConnected,random,100,26,0.9954241485343162,0.8772988152018513,2,2998,45.41427000000908
Raft,random,100,26,0.9007038283198633,0.7938187983446806,6,230,40.604469000001586
Fitness,random,100,27,1.0,0.8814066056990923,5,8778,102.83196000000316
Bully,random,100,27,0.7275327074844086,0.6412521342389031,100,5050,28.38081000000159
Random,random,100,27,0.8456344680340571,0.7453478061320559,1,100,26.13947200001121
HighBattery,random,100,27,0.9254622443505562,0.8157085354956878,2,100,29.028953000008073
MostConnected,random,100,27,0.9732764064197886,0.8578522537894762,2,2926,30.73719999999014
Raft,random,100,27,0.8138090373893782,0.7172966613326175,6,230,37.88058399999272
Fitness,random,100,28,1.0,0.9013268060086135,6,11728,113.8179059999942
Bully,random,100,28,0.7760162538895329,0.6994442515290219,100,5050,24.283848000010266
Random,random,100,28,0.9107743910078928,0.820905372841584,1,100,32.038572000004706
HighBattery,random,100,28,0.8582491419736832,0.7735629578947729,2,100,24.123622999994154
MostConnected,random,100,28,0.835880364596625,0.7534013792271913,2,2932,33.16509600000472
Raft,random,100,28,0.8321751170340941,0.7500617402761841,6,226,35.446587999999224
Fitness,random,100,29,1.0,0.874436036377473,5,9084,124.35546200001113
Bully,random,100,29,0.9246611713103609,0.8085570496327835,100,5050,26.354668000010406
Random,random,100,29,0.8677384196681082,0.7587817443070328,1,100,31.81787500000155
HighBattery,random,100,29,0.9148996024579935,0.8000211820566936,2,100,34.83103700000356
MostConnected,random,100,29,1.0,0.874436036377473,2,3028,35.30076500000234
Raft,random,100,29,0.7805213218686536,0.6825159710029314,6,223,33.62513100000797
Fitness,scale_free,100,0,1.0,0.8109296105350002,8,2352,112.78126999999927
Bully,scale_free,100,0,0.6820681189044532,0.5531092340215285,100,5050,21.85493700000052
Random,scale_free,100,0,0.6780214330442851,0.5498276566329848,1,100,22.540821000006872
HighBattery,scale_free,100,0,0.6563966483858757,0.5322914784320377,2,100,27.25584099999878
MostConnected,scale_free,100,0,1.0,0.8109296105350002,2,392,25.403350999994245
Raft,scale_free,100,0,0.788227811006126,0.6391972717920535,6,206,26.921813000001293
Fitness,scale_free,100,1,1.0,0.90205220904732,7,1960,108.25261600000147
Bully,scale_free,100,1,0.5352281058170846,0.4828036951965139,100,5050,28.54596699999945
Random,scale_free,100,1,0.6401255982678641,0.5774267099852641,1,100,22.492885999994883
HighBattery,scale_free,100,1,0.6303679916736882,0.5686248394019731,2,100,22.66399599999147
MostConnected,scale_free,100,1,1.0,0.90205220904732,2,392,29.309228000002463
Raft,scale_free,100,1,1.0,0.0,6,226,27.699938000012025
Fitness,scale_free,100,2,1.0,0.8372195397930463,7,1960,100.54285799999718
Bully,scale_free,100,2,0.498017525237941,0.4169500032885808,100,5050,17.21322999999586
Random,scale_free,100,2,0.8595960636004536,0.7196706207754859,1,100,22.72067699999525
HighBattery,scale_free,100,2,0.7405242451473868,0.6199813677278881,2,100,22.273807999994233
MostConnected,scale_free,100,2,1.0,0.8372195397930463,2,392,19.337176000007616
Raft,scale_free,100,2,1.0,0.8372195397930463,6,230,25.358439000001454
Fitness,scale_free,100,3,1.0,0.9179863423610689,7,1960,122.94667900000888
Bully,scale_free,100,3,0.5995561326973842,0.5503843412950193,100,5050,33.710784000007266
Random,scale_free,100,3,0.5184613311073113,0.4759404209988518,1,100,26.280248000006168
HighBattery,scale_free,100,3,0.6050928998927053,0.5554670179611569,2,100,25.08090799999252
MostConnected,scale_free,100,3,1.0,0.9179863423610689,2,392,25.245183000009774
Raft,scale_free,100,3,0.8837694488328569,0.0,6,211,36.92276799999661
Fitness,scale_free,100,4,1.0,0.8602999001229122,7,1960,111.69048899999723
Bully,scale_free,100,4,0.5526835921365778,0.4754736391146703,100,5050,20.989593999999556
Random,scale_free,100,4,0.39914246536769354,0.3433822230906397,1,100,27.81535500000132
HighBattery,scale_free,100,4,0.6527625850120781,0.5615715866898647,2,100,22.95373299999426
MostConnected,scale_free,100,4,1.0,0.8602999001229122,2,392,25.105323000005342
Raft,scale_free,100,4,0.7712478363135891,0.6635044365505929,6,214,24.7349839999913
Fitness,scale_free,100,5,1.0,0.9187285180930066,7,1960,109.34968499999798
